strain,chemical,concentration,experiment,replicate,auc,max_signal,min_signal,time_to_peak,initial_slope,final_signal,auc_zexp,max_signal_zexp,min_signal_zexp,time_to_peak_zexp,initial_slope_zexp,final_signal_zexp,auc_zstrain_exp,max_signal_zstrain_exp,min_signal_zstrain_exp,time_to_peak_zstrain_exp,initial_slope_zstrain_exp,final_signal_zstrain_exp
BL030,Diazinon,0.05,4.0,3.0,40332.5,165.0,7.0,10.0,4.0,13.0,-0.4639030304284323,-0.6985786010628725,-0.4029480886415032,-0.7039092639818876,-0.5230699058722511,-0.29255831342943295,-0.6118454937141096,-0.6468790840205306,-0.264400441461351,-0.8771392109109213,-0.05591261512774674,-0.6409452708218055
BL030,Diazinon,0.05,4.0,4.0,996610.0,1713.0,85.0,435.0,21.0,347.0,-0.44025642371462936,-0.6682730653056739,-0.38320716929931514,0.19376051655794058,-0.4865644436219959,-0.28299504454363805,-0.5477770201510545,-0.5922369787610373,-0.24266957179144452,-0.12986978049422623,0.12939598623353055,-0.624001595458076
BL030,Diazinon,500.0,5.0,1.0,11000.0,36.0,0.0,10.0,-1.0,4.0,-0.7804568404089225,-0.8386038550825003,-0.5999844549028636,-0.759358332147007,-0.59468729842563,-0.3709853984779462,-0.5415494065544559,-0.6473303816968068,-0.6143461353099084,-0.8866720508778035,-0.472328986952896,-0.5747340410168974
BL030,Diazinon,500.0,5.0,2.0,11822.5,54.0,0.0,10.0,-0.2,3.0,-0.7803933533957453,-0.8380574595325738,-0.5999844549028636,-0.759358332147007,-0.593213857088639,-0.37111174507029493,-0.5415044461269147,-0.6465773342630334,-0.6143461353099084,-0.8866720508778035,-0.46650884232750733,-0.5748148306440061
BL030,Diazinon,500.0,5.0,3.0,38160.0,98.0,13.0,10.0,2.8,21.0,-0.7783604181865637,-0.8367218259660868,-0.5899140631611522,-0.759358332147007,-0.587688452074923,-0.368837506408018,-0.5400647558407548,-0.6447365516471429,-0.6048143789885883,-0.8866720508778035,-0.4446832999822999,-0.5733606173560493
BL030,Diazinon,500.0,5.0,4.0,170390.0,521.0,33.0,30.0,0.2,39.0,-0.7681538677277087,-0.8238815305428135,-0.5744211527892885,-0.7142784943851442,-0.5924771364201435,-0.366563267745741,-0.5328366496598743,-0.6270399369534685,-0.5901501384942496,-0.8520110374059128,-0.46359877001481303,-0.5719064040680926
BL030,Diazinon,50.0,5.0,1.0,5892.5,20.0,0.0,0.0,-0.6,5.0,-0.7808510773934842,-0.8390895400157684,-0.5999844549028636,-0.7818982510279383,-0.5939505777571346,-0.3708590518855975,-0.5418285985102818,-0.6479997571934942,-0.6143461353099084,-0.9040025576137488,-0.4694189146402017,-0.5746532513897886
BL030,Diazinon,50.0,5.0,2.0,17325.0,83.0,1.0,15.0,3.0,9.0,-0.779968627207287,-0.8371771555910256,-0.5992098093842704,-0.7480883727065413,-0.5873200917406753,-0.37035366551620263,-0.5412036622332425,-0.6453640911752875,-0.6136129232851916,-0.8780067975098308,-0.4432282638259527,-0.5743300928813538
BL030,Diazinon,50.0,5.0,3.0,25870.0,94.0,5.0,10.0,1.4,10.0,-0.7793090569609669,-0.8368432471994038,-0.5961112273098977,-0.759358332147007,-0.5902669744146573,-0.3702273189238539,-0.5407365657550179,-0.6449038955213148,-0.6106800751863238,-0.8866720508778035,-0.4548685530767301,-0.5742493032542452
BL030,Diazinon,50.0,5.0,4.0,145792.5,478.0,24.0,15.0,2.8,34.0,-0.7700524960640294,-0.8251868088009714,-0.5813929624566272,-0.7480883727065413,-0.587688452074923,-0.3671950007074846,-0.534181226093242,-0.628838883600816,-0.596749046716702,-0.8780067975098308,-0.4446832999822999,-0.5723103522036361
BL030,Diazinon,5.0,5.0,1.0,8380.0,41.0,0.0,0.0,-1.4,3.0,-0.7806590725967936,-0.8384520785408541,-0.5999844549028636,-0.7818982510279383,-0.5954240190941253,-0.37111174507029493,-0.5416926239649824,-0.647121201854092,-0.6143461353099084,-0.9040025576137488,-0.47523905926559035,-0.5748148306440061
BL030,Diazinon,5.0,5.0,2.0,12880.0,68.0,0.0,5.0,0.8,4.0,-0.7803117272359462,-0.8376324852159643,-0.5999844549028636,-0.7706282915874727,-0.5913720554174003,-0.3709853984779462,-0.5414466398629332,-0.6459916307034319,-0.6143461353099084,-0.8953373042457762,-0.45923366154577155,-0.5747340410168974
BL030,Diazinon,5.0,5.0,3.0,21230.0,106.0,0.0,15.0,0.8,7.0,-0.7796672086219295,-0.8364789834994528,-0.5999844549028636,-0.7480883727065413,-0.5913720554174003,-0.37060635870090003,-0.5409902026957976,-0.6444018638987993,-0.6143461353099084,-0.8780067975098308,-0.45923366154577155,-0.5744916721355713
BL030,Diazinon,5.0,5.0,4.0,176747.5,524.0,49.0,25.0,11.4,139.0,-0.7676631459206893,-0.8237904646178258,-0.5620268244917975,-0.7255484538256098,-0.5718489577022706,-0.35392860851086905,-0.5324891287868126,-0.6269144290478396,-0.5784187460987786,-0.8606762907738855,-0.3821167452593717,-0.5638274413572216
BL030,Diazinon,0.5,5.0,1.0,11915.0,35.0,0.0,25.0,1.0,2.0,-0.7803862135188835,-0.8386342103908296,-0.5999844549028636,-0.7255484538256098,-0.5910036950831526,-0.37123809166264365,-0.5414993897870393,-0.6473722176653498,-0.6143461353099084,-0.8606762907738855,-0.4577786253894244,-0.5748956202711147
BL030,Diazinon,0.5,5.0,2.0,16552.5,87.0,1.0,5.0,1.0,3.0,-0.7800282548275658,-0.8370557343577085,-0.5992098093842704,-0.7706282915874727,-0.5910036950831526,-0.37111174507029493,-0.5412458895040941,-0.6451967473011155,-0.6136129232851916,-0.8953373042457762,-0.4577786253894244,-0.5748148306440061
BL030,Diazinon,0.5,5.0,3.0,14282.5,72.0,0.0,10.0,1.0,1.0,-0.7802034712651488,-0.8375110639826473,-0.5999844549028636,-0.759358332147007,-0.5910036950831526,-0.3713644382549924,-0.5413699748177946,-0.6458242868292601,-0.6143461353099084,-0.8866720508778035,-0.4577786253894244,-0.5749764098982235
BL030,Diazinon,0.5,5.0,4.0,413485.0,1317.0,53.0,1440.0,8.2,1317.0,-0.749389885395444,-0.7997187051127297,-0.5589282424174248,2.46385006782618,-0.5777427230502343,-0.20509232272407696,-0.5195483151515091,-0.5937385059932677,-0.5754858979999109,1.5915904123623803,-0.4053973237609264,-0.46865726062316165
BL030,Diazinon,0.05,5.0,1.0,10760.0,36.0,0.0,0.0,-0.4,2.0,-0.7804753654948343,-0.8386038550825003,-0.5999844549028636,-0.7818982510279383,-0.5935822174228867,-0.37123809166264365,-0.5415625257065653,-0.6473303816968068,-0.6143461353099084,-0.9040025576137488,-0.4679638784838545,-0.5748956202711147
BL030,Diazinon,0.05,5.0,2.0,16507.5,85.0,0.0,15.0,0.0,4.0,-0.7800317282811743,-0.8371164449743671,-0.5999844549028636,-0.7480883727065413,-0.5928454967543914,-0.3709853984779462,-0.5412483493451147,-0.6452804192382016,-0.6143461353099084,-0.8780067975098308,-0.4650538061711602,-0.5747340410168974
BL030,Diazinon,0.05,5.0,3.0,16700.0,81.0,1.0,15.0,0.6,4.0,-0.7800168696185158,-0.837237866207684,-0.5992098093842704,-0.7480883727065413,-0.591740415751648,-0.3709853984779462,-0.5412378266918604,-0.6454477631123734,-0.6136129232851916,-0.8780067975098308,-0.4606886977021187,-0.5747340410168974
BL030,Diazinon,0.05,5.0,4.0,466822.5,1533.0,50.0,1440.0,11.4,1533.0,-0.7452728780211781,-0.7931619585136115,-0.5612521789732043,2.46385006782618,-0.5718489577022706,-0.17780145877675346,-0.5166327202530542,-0.5847019367879872,-0.5776855340740616,1.5915904123623803,-0.3821167452593717,-0.45120670116768036
BL030,Trimethoprim,500.0,1.0,1.0,781027.5,3264.0,5.0,1440.0,-6.2,3264.0,-0.3575912571850877,-0.5369640578414534,-0.4748573673904828,4.374279960559123,-0.6480903376681519,-0.1674484087336962,-0.805293701196266,-0.8240499721011945,-0.6654227259582682,3.503018278874226,-0.598032213314278,-0.43074745910709
BL030,Trimethoprim,500.0,1.0,2.0,123050.0,832.0,7.0,1440.0,-53.0,832.0,-0.3682316393645749,-0.5726754693073471,-0.4745748323430201,4.374279960559123,-0.7552591625886392,-0.21722108825216513,-0.8410152914510094,-0.9185009423431317,-0.665116811326718,3.503018278874226,-0.7871970875950116,-0.5932903673984844
BL030,Trimethoprim,500.0,1.0,3.0,155967.5,1577.0,8.0,0.0,-67.6,12.0,-0.36769931906427095,-0.5617359127522111,-0.4744335648192888,-0.6468448106571313,-0.788692172072381,-0.23400299499770152,-0.8392282007872549,-0.889567565357012,-0.6649638540109428,-0.7301440159623908,-0.8462100611954114,-0.6480951308848921
BL030,Trimethoprim,500.0,1.0,4.0,92177395.0,106437.0,30105.0,425.0,-8.0,38439.0,1.1204110757470618,0.9780250273438514,3.777295096922371,0.8350843752921105,-0.6522122155497092,0.5524339934300145,4.1566139485439635,3.182853791373885,3.938592478873462,0.5192268002220275,-0.6053077854019986,1.9201763892275319
BL030,Trimethoprim,50.0,1.0,4.0,14810817.5,19304.0,5227.0,410.0,-422.4,5227.0,-0.13071066096721132,-0.30143320261409456,0.26284164153449135,0.7827809922586079,-1.6011601011704335,-0.12727416124407676,-0.043616577373495,-0.2011085400778912,0.13332037701951568,0.4751313596508127,-2.28030615937499,-0.2995502021268238
BL030,Trimethoprim,5.0,1.0,4.0,18786997.5,61854.0,3491.0,80.0,-313.4,3567.0,-0.06641047621251464,0.3233696583537431,0.01760122033691284,-0.36789343447845047,-1.3515574961205807,-0.16124728953382117,0.1722501851512203,1.451395071679687,-0.1322135231661283,-0.494968332915912,-1.8397298496185808,-0.4104964306480881
BL030,Trimethoprim,0.5,1.0,4.0,26826450.0,84402.0,6426.0,70.0,420.2,6426.0,0.06359829629693112,0.6544637807768408,0.4322214024883489,-0.40276235650078557,0.3283367338296203,-0.10273573906371317,0.6087119609375853,2.32708605729449,0.3167161986339092,-0.5243652932967219,1.1254699745768506,-0.2194149442973082
BL030,Trimethoprim,0.05,1.0,4.0,40493027.5,88799.0,5315.0,75.0,708.2,5315.0,0.2846052573033193,0.719029190404939,0.27527318362284786,-0.38532789548961804,0.9878371948787725,-0.12547317612992162,1.3506702826730492,2.4978512366340455,0.14678062080772805,-0.5096668131063169,2.2895615086121346,-0.29366871531364835
BL030,Trimethoprim,500.0,2.0,1.0,8152.5,42.0,1.0,0.0,-3.6,6.0,-0.423895356926045,-0.7575160321702366,-0.3846895827080359,-0.7047698773933082,-0.6562991806493248,-0.25350785554437616,-0.8784187221399314,-0.9111548714487941,-0.4704557260273254,-0.8408548107841397,-0.5874740126415052,-0.6179366057128486
BL030,Trimethoprim,500.0,2.0,2.0,252657.5,1064.0,14.0,0.0,-64.6,463.0,-0.4184421270724444,-0.737038582164245,-0.38234958920264106,-0.7047698773933082,-0.7716921065100054,-0.2407407056903685,-0.860812303488508,-0.8797994375208013,-0.46776453732372053,-0.8408548107841397,-0.777892053597998,-0.5874887567078637
BL030,Trimethoprim,500.0,2.0,3.0,14188445.0,21772.0,4725.0,1440.0,-105.8,21772.0,-0.10763027280183732,-0.32211976149489646,0.4656280572523561,2.6243220285440674,-0.8496296236486945,0.35456606944978203,0.14268173124400607,-0.24446839468236775,0.5074808459595468,1.659685889116579,-0.9065022714243505,0.8322338131985275
BL030,Trimethoprim,500.0,2.0,4.0,13864742.5,17512.0,5792.0,155.0,-77.2,13374.0,-0.1148498557824928,-0.40747586425959725,0.6576875241951458,-0.3464301236292156,-0.795527366605818,0.11995223033828058,0.11937242577576455,-0.3751671701552153,0.7283653341708068,-0.5716993882253817,-0.8172243046808145,0.27271294680057956
BL030,Trimethoprim,50.0,2.0,4.0,13641022.5,27520.0,2667.0,175.0,295.0,2667.0,-0.11983951481951673,-0.20694913269407478,0.09518908539831575,-0.30019273604675206,-0.09144135012474754,-0.1791678429371238,0.10326270212718294,-0.06811708918520165,0.08144497272733194,-0.5369696562823162,0.34463790587667065,-0.4406461763862303
BL030,Trimethoprim,5.0,2.0,4.0,12178070.0,46140.0,1002.0,80.0,518.0,9654.0,-0.15246795287763293,0.16613317563426547,-0.20451008279263527,-0.5198203270634539,0.3304049198249535,0.01602707178924684,-0.0020821954501529833,0.5031531453933009,-0.2632341958497515,-0.7019358830118775,1.0407563178979473,0.024866123390200095
BL030,Trimethoprim,0.5,2.0,4.0,12291280.0,46568.0,1212.0,80.0,518.4,9244.0,-0.14994301411676453,0.17470885919841853,-0.16671018770548832,-0.5198203270634539,0.33116159474863005,0.004572954852390971,0.006069877740692379,0.5162843838680377,-0.21976114756075,-0.7019358830118775,1.0420049607894653,-0.002450327577072909
BL030,Trimethoprim,0.05,2.0,4.0,13491757.5,47602.0,1282.0,80.0,539.8,15181.0,-0.12316859338272688,0.19542674893050788,-0.1541102226764393,-0.5198203270634539,0.37164370316532774,0.1704341554721795,0.09251436536513424,0.548007983360743,-0.20527013146441614,-0.7019358830118775,1.1088073554856774,0.393105207527073
BL030,Trimethoprim,500.0,3.0,1.0,7585.0,16.0,2.0,0.0,-1.0,5.0,-0.4918572140300635,-0.7471492263764439,-0.4677879246489861,-0.7837243281966655,-0.6265080502606878,-0.2876618332039088,-0.719823100009367,-0.9754233649332267,-0.48599868049273154,-0.9720979102686647,-0.5926794712302436,-0.675428404952366
BL030,Trimethoprim,500.0,3.0,2.0,103565.0,628.0,12.0,1440.0,-14.8,628.0,-0.4894429118421515,-0.7354782653541079,-0.4656055678765012,2.587546318705723,-0.6586408160521906,-0.2696312273572019,-0.7137840115081103,-0.9476059818002909,-0.4840633169292674,1.6400234864814816,-0.6893090514023451,-0.6386990574504149
BL030,Trimethoprim,500.0,3.0,3.0,43007090.0,46216.0,8742.0,545.0,-71.2,27462.0,0.5897618628675438,0.133893909623427,1.4395918945028416,0.49220796524903015,-0.7899660327652889,0.5069871952600263,1.9857178064839243,1.1245163421609463,1.2055090739749117,0.016517479473578192,-1.0842299442796295,0.9433158877620377
BL030,Trimethoprim,500.0,3.0,4.0,100959887.5,101820.0,20548.0,490.0,241.8,71751.0,2.047519372764087,1.1942731852540942,4.016082300098549,0.36344415581873063,-0.0611576492333778,1.788780938991651,5.632124068183265,3.6518983221017343,3.4903992970006543,-0.0832510460967399,1.1074409683194848,3.5544010747827692
BL030,Trimethoprim,50.0,3.0,4.0,34513402.5,59651.0,8904.0,265.0,444.6,8904.0,0.3761097654025441,0.3901020163800994,1.4749460742170974,-0.16331688275976758,0.4110543002243589,-0.030110691261942914,1.451292608374766,1.7351806271135486,1.2368619637030305,-0.4913950143389503,2.5274756682399335,-0.1507823962527456
BL030,Trimethoprim,5.0,3.0,4.0,18894055.0,30799.0,3126.0,235.0,363.2,3126.0,-0.01678276265546384,-0.16011132907159484,0.21398033107530562,-0.23355168790356734,0.22151755128027711,-0.19733515447586347,0.4685188858869439,0.42376373470919604,0.11860889673346034,-0.5458142101045783,1.9575011880943487,-0.4914279337588032
BL030,Trimethoprim,0.5,3.0,4.0,20309220.0,32631.0,5636.0,250.0,539.0,5636.0,0.01881461133658101,-0.12517472679558264,0.7617518809690227,-0.19843428533166746,0.6308610459285519,-0.12469178260550338,0.5575614643291278,0.5070340711463502,0.6043851511629551,-0.5186046122217642,3.1884780137650335,-0.3434493426995778
BL030,Trimethoprim,0.05,3.0,4.0,19216485.0,32055.0,5199.0,15.0,437.4,5199.0,-0.008672286989195229,-0.13615916069895767,0.6663828900114314,-0.7486069256247656,0.3942893789418356,-0.13733925412237483,0.48880627185756453,0.48085300466829306,0.519809763439573,-0.9448883123858507,2.477060235106663,-0.3692129460035146
BL030,Trimethoprim,500.0,4.0,1.0,12252.5,186.0,0.0,0.0,-4.4,7.0,-0.4645973861113,-0.6981674794537632,-0.4047197096081098,-0.7250309058769424,-0.5411078989841419,-0.2927301086788784,-0.6137267914939387,-0.6461378151507313,-0.2663506477137785,-0.894722021038373,-0.1474768652121426,-0.6412496482235492
BL030,Trimethoprim,500.0,4.0,2.0,23880.0,302.0,1.0,0.0,-5.0,6.0,-0.46430986400650853,-0.6958965219939215,-0.40446662089859464,-0.7250309058769424,-0.5423963270635627,-0.2927587412204526,-0.612947774758363,-0.6420431871080302,-0.26607204682057456,-0.894722021038373,-0.15401716878959942,-0.6413003777905065
BL030,Trimethoprim,500.0,4.0,3.0,70622.5,951.0,4.0,0.0,-26.6,8.0,-0.46315402638163505,-0.6831909065504965,-0.40370735477004893,-0.7250309058769424,-0.5887797379227104,-0.29270147613730413,-0.6098161308312383,-0.61913444917947,-0.26523624414096275,-0.894722021038373,-0.3894680975780459,-0.641198918656592
BL030,Trimethoprim,500.0,4.0,4.0,54726670.0,48152.0,19371.0,625.0,221.0,44380.0,0.8883679531310392,0.24087343019080162,4.497861682411451,0.5950717125639814,-0.0570884171484058,0.9777816585947093,3.0520179438121917,1.0469908805061547,5.130427254539528,0.2042036119273551,2.309497178719146,1.6097734263715846
BL030,Trimethoprim,50.0,4.0,4.0,72063042.5,90881.0,24885.0,395.0,414.2,35880.0,1.3170577239888586,1.077388441411304,5.893392826678442,0.10927394897772144,0.3577854244250822,0.7344050552137007,4.213516487065092,2.555261239442132,6.6666325796659915,-0.2002010210040328,4.415474930660251,1.1785721072347528
BL030,Trimethoprim,5.0,4.0,4.0,35762702.5,38158.0,18180.0,260.0,511.0,22128.0,0.4194313931828647,0.04521869869374578,4.19643302937881,-0.1758682166055181,0.5656518212382998,0.340650343484803,1.7814741420136702,0.6942174955168933,4.798613590733648,-0.43756895772463006,5.470643907823288,0.48093910243831633
BL030,Trimethoprim,0.5,4.0,4.0,27811695.0,29679.0,13842.0,5.0,195.0,17320.0,0.2228207364111668,-0.12077654528899753,3.0985342075017335,-0.714470084929415,-0.11292030058997252,0.2029850835958748,1.2487742574996012,0.39492136470601186,3.590042916015005,-0.8859306159746471,2.026084023696016,0.23703134450774133
BL030,Trimethoprim,0.05,4.0,4.0,26647017.5,30966.0,12223.0,15.0,670.4,17866.0,0.19402086316212014,-0.09558066381644291,2.6887835867965726,-0.6933484430343603,0.9079442143377512,0.21861845129540783,1.1707434457130277,0.44035055686942787,3.1389880699178443,-0.8683478058471955,7.208184558234323,0.2647296880664131
BL030,Trimethoprim,500.0,5.0,1.0,7540.0,24.0,0.0,145.0,-0.6,0.0,-0.7807239103974851,-0.8389681187824514,-0.5999844549028636,-0.45506942725443333,-0.5939505777571346,-0.3714907848473411,-0.5417385409973648,-0.6478324133193224,-0.6143461353099084,-0.6527102099425414,-0.4694189146402017,-0.5750571995253322
BL030,Trimethoprim,500.0,5.0,2.0,14002.5,85.0,0.0,0.0,-5.6,4.0,-0.7802250838653794,-0.8371164449743671,-0.5999844549028636,-0.7818982510279383,-0.6031595861133279,-0.3709853984779462,-0.5413852804952554,-0.6452804192382016,-0.6143461353099084,-0.9040025576137488,-0.5057948185488809,-0.5747340410168974
BL030,Trimethoprim,500.0,5.0,3.0,82285.0,523.0,18.0,0.0,-17.0,29.0,-0.7749545039538104,-0.8238208199261551,-0.5860408355681863,-0.7818982510279383,-0.6241561251654485,-0.3678267336692282,-0.5376527450623282,-0.6269562650163826,-0.6011483188650036,-0.9040025576137488,-0.5887318794606693,-0.5727143003391796
BL030,Trimethoprim,500.0,5.0,4.0,122361212.5,110289.0,4841.0,885.0,126.8,79120.0,8.663493984161017,2.5081599541424193,3.1500745006067468,1.2128845699344886,-0.3593050448413296,9.62505160178338,6.146496628409489,3.9652106580707924,2.9351332763447773,0.6297472885174138,0.4574391169529435,5.817018097315773
BL030,Trimethoprim,50.0,5.0,1.0,5192.5,28.0,0.0,1420.0,-1.2,28.0,-0.7809051088940605,-0.8388466975491343,-0.5999844549028636,2.4187702300643172,-0.5950556587598776,-0.3679530802615769,-0.5418668627039339,-0.6476650694451506,-0.6143461353099084,1.5569293988904895,-0.47378402310924317,-0.5727950899662884
BL030,Trimethoprim,50.0,5.0,2.0,8687.5,121.0,0.0,0.0,-5.0,12.0,-0.7806353373304691,-0.836023653874514,-0.5999844549028636,-0.7818982510279383,-0.6020545051105846,-0.36997462573915646,-0.5416758150513423,-0.6437743243706547,-0.6143461353099084,-0.9040025576137488,-0.5014297100798393,-0.5740877240000277
BL030,Trimethoprim,50.0,5.0,3.0,26055.0,287.0,0.0,0.0,-12.8,7.0,-0.7792947772072432,-0.8309846726918584,-0.5999844549028636,-0.7818982510279383,-0.6164205581462462,-0.37060635870090003,-0.540726453075267,-0.6368295535925225,-0.6143461353099084,-0.9040025576137488,-0.5581761201773789,-0.5744916721355713
BL030,Trimethoprim,50.0,5.0,4.0,31831630.0,98161.0,3607.0,160.0,367.2,3640.0,1.6757094284223224,2.1400107747252624,2.194161930662756,-0.4212595489330363,0.08346407692444345,0.0884108113019994,1.197865948376413,3.457824031581704,2.0303496378440786,-0.6267144498386233,2.2063925768822377,-0.2809829568496292
BL030,Trimethoprim,5.0,5.0,1.0,3225.0,28.0,0.0,0.0,-2.8,0.0,-0.7810569760046088,-0.8388466975491343,-0.5999844549028636,-0.7818982510279383,-0.5980025414338596,-0.3714907848473411,-0.5419744124196632,-0.6476650694451506,-0.6143461353099084,-0.9040025576137488,-0.4854243123600206,-0.5750571995253322
BL030,Trimethoprim,5.0,5.0,2.0,23517.5,152.0,0.0,1430.0,-1.4,146.0,-0.7794906413968321,-0.8350826393163072,-0.5999844549028636,2.4413101489452487,-0.5954240190941253,-0.35304418236442797,-0.5408651607772559,-0.6424774093458228,-0.6143461353099084,1.5742599056264348,-0.47523905926559035,-0.5632619139674606
BL030,Trimethoprim,5.0,5.0,3.0,120535.0,759.0,14.0,0.0,-21.4,37.0,-0.7720020683866077,-0.8166569671604518,-0.5891394176425591,-0.7818982510279383,-0.6322600525188985,-0.36681596093043844,-0.5355618801949102,-0.6170829764402426,-0.6040811669638714,-0.9040025576137488,-0.620742674900307,-0.5720679833223099
BL030,Trimethoprim,5.0,5.0,4.0,30575417.5,87638.0,2464.0,170.0,313.2,2525.0,1.5787450763971056,1.820581865176553,1.308742102910745,-0.3987196300521049,-0.01599321332244402,-0.0524656391668233,1.1291974364218698,3.0175841346040757,1.1922882935926211,-0.6093839431026781,1.8135328146685028,-0.3710633910758404
BL030,Trimethoprim,0.5,5.0,1.0,5175.0,119.0,0.0,0.0,-7.4,1.0,-0.7809064596815749,-0.8360843644911725,-0.5999844549028636,-0.7818982510279383,-0.6064748291215574,-0.3713644382549924,-0.5418678193087751,-0.6438579963077407,-0.6143461353099084,-0.9040025576137488,-0.5188901439560054,-0.5749764098982235
BL030,Trimethoprim,0.5,5.0,2.0,4050.0,32.0,0.0,0.0,-1.0,0.0,-0.7809932960217868,-0.8387252763158174,-0.5999844549028636,-0.7818982510279383,-0.59468729842563,-0.3714907848473411,-0.5419293153342875,-0.6474977255709787,-0.6143461353099084,-0.9040025576137488,-0.472328986952896,-0.5750571995253322
BL030,Trimethoprim,0.5,5.0,3.0,13467.5,99.0,0.0,0.0,-2.0,0.0,-0.7802663793693911,-0.8366914706577575,-0.5999844549028636,-0.7818982510279383,-0.5965291000968687,-0.3714907848473411,-0.5414145252718323,-0.6446947156786,-0.6143461353099084,-0.9040025576137488,-0.4796041677346318,-0.5750571995253322
BL030,Trimethoprim,0.5,5.0,4.0,25734422.5,78350.0,2190.0,120.0,384.6,2210.0,1.2050790419225932,1.538641761414469,1.0964892308162124,-0.5114192244567618,0.11551142600399614,-0.09226481575667007,0.8645734790664196,2.62901165877701,0.9913881988201808,-0.6960364767824048,2.332980722484441,-0.3965121236150839
BL030,Trimethoprim,0.05,5.0,1.0,7852.5,27.0,0.0,110.0,0.0,4.0,-0.7806997891918708,-0.8388770528574636,-0.5999844549028636,-0.5339591433376931,-0.5928454967543914,-0.3709853984779462,-0.5417214587680559,-0.6477069054136935,-0.6143461353099084,-0.7133669835183502,-0.4650538061711602,-0.5747340410168974
BL030,Trimethoprim,0.05,5.0,2.0,18170.0,250.0,0.0,0.0,-11.6,0.0,-0.7799034034673057,-0.8321078191000406,-0.5999844549028636,-0.7818982510279383,-0.6142103961407598,-0.3714907848473411,-0.5411574718851909,-0.6383774844286122,-0.6143461353099084,-0.9040025576137488,-0.5494459032392959,-0.5750571995253322
BL030,Trimethoprim,0.05,5.0,3.0,66802.5,597.0,0.0,0.0,-14.0,0.0,-0.7761495649647702,-0.8215745271097905,-0.5999844549028636,-0.7818982510279383,-0.6186307201517325,-0.3714907848473411,-0.5384990670312118,-0.6238604033442031,-0.6143461353099084,-0.9040025576137488,-0.5669063371154618,-0.5750571995253322
BL030,Trimethoprim,0.05,5.0,4.0,29498787.5,75490.0,4346.0,165.0,404.2,4346.0,1.4956423128750829,1.4518255795928108,2.7666249689031197,-0.4099895894925706,0.15161073876027376,0.17761150550019567,1.0703454666909367,2.5093607887441283,2.572193324109894,-0.6180491964706507,2.4755742658064634,-0.2239454801108802
BL030,DEET,500.0,1.0,1.0,574490.0,1492.0,72.0,75.0,51.0,848.0,-0.3609312466746916,-0.5629840500772938,-0.46539244330048407,-0.38532789548961804,-0.5171062183208899,-0.21689363641322784,-0.8165066194909478,-0.8928686889057639,-0.6551745858013338,-0.5096668131063169,-0.3668307003044925,-0.5922210061597253
BL030,DEET,500.0,1.0,2.0,706397.5,1755.0,72.0,95.0,44.8,1315.0,-0.35879812477866824,-0.5591221663538027,-0.46539244330048407,-0.31559005144494784,-0.5313037976906979,-0.2073361358642455,-0.809345362963897,-0.8826546242784492,-0.6551745858013338,-0.45087289234469724,-0.3918910041621965,-0.5610090250034419
BL030,DEET,500.0,1.0,3.0,687707.5,2140.0,72.0,80.0,34.8,1271.0,-0.3591003672458265,-0.5534688384696049,-0.46539244330048407,-0.36789343447845047,-0.5542031192549046,-0.2082366284213231,-0.8103600428303988,-0.8677024764399845,-0.6551745858013338,-0.494968332915912,-0.4323108490939772,-0.5639497684100296
BL030,DEET,500.0,1.0,4.0,754787.5,2501.0,72.0,85.0,44.8,1354.0,-0.35801559331875454,-0.5481679258301363,-0.46539244330048407,-0.35045897346728294,-0.5313037976906979,-0.20653797200683585,-0.8067182704684439,-0.8536824105446971,-0.6551745858013338,-0.4802698527255071,-0.3918910041621965,-0.5584024569839664
BL030,DEET,50.0,1.0,1.0,603705.0,1622.0,51.0,65.0,47.2,1126.0,-0.36045880078501646,-0.5610751341683439,-0.46835906129884186,-0.42019681751195315,-0.5258079605152884,-0.21120416071169232,-0.8149205375059372,-0.8878199117135551,-0.6583866894326118,-0.5390637734871268,-0.3821902413785691,-0.5736408546362847
BL030,DEET,50.0,1.0,2.0,709645.0,1828.0,60.0,70.0,42.4,1356.0,-0.358745608330723,-0.5580502366510848,-0.46708765358525994,-0.40276235650078557,-0.5367996348661076,-0.2064970405269687,-0.8091690562294688,-0.8798195417012857,-0.6570100735906355,-0.5243652932967219,-0.4015917669458238,-0.5582687868291215
BL030,DEET,50.0,1.0,3.0,725807.5,2275.0,55.0,80.0,40.8,1503.0,-0.35848423894198866,-0.5514865027180031,-0.46779399120391657,-0.36789343447845047,-0.5404635263163806,-0.2034885767567323,-0.8082915943063904,-0.8624595155096139,-0.6577748601695113,-0.494968332915912,-0.4080589421349088,-0.5484440304480216
BL030,DEET,50.0,1.0,4.0,808977.5,2514.0,68.0,85.0,40.2,1522.0,-0.35713926804880775,-0.5479770342392414,-0.46595751339540936,-0.35045897346728294,-0.541837485610233,-0.20309972769799425,-0.8037762960454514,-0.8531775328254761,-0.6557864150644344,-0.4802698527255071,-0.4104841328308156,-0.547174163976995
BL030,DEET,5.0,1.0,1.0,556412.5,1616.0,42.0,80.0,55.0,1075.0,-0.36122358419208345,-0.5611632379795262,-0.4696304690124238,-0.36789343447845047,-0.5079464896952072,-0.21224791344830496,-0.8174880467401017,-0.8880529321993493,-0.659763305274588,-0.494968332915912,-0.3506627623317802,-0.5770494435848295
