strain,chemical,concentration,experiment,replicate,auc,max_signal,min_signal,time_to_peak,initial_slope,final_signal,auc_zexp,max_signal_zexp,min_signal_zexp,time_to_peak_zexp,initial_slope_zexp,final_signal_zexp,auc_zstrain_exp,max_signal_zstrain_exp,min_signal_zstrain_exp,time_to_peak_zstrain_exp,initial_slope_zstrain_exp,final_signal_zstrain_exp
BL011,Diazinon,5.0,2.0,1.0,2492.5,7.0,0.0,990.0,-0.4,2.0,-0.4240215927125172,-0.7582173147046883,-0.38486958220845086,1.5839808079386377,-0.650245781259912,-0.25361960302668696,-0.5570192463488797,-0.5617007628892874,-0.5032138564901447,2.156527023512219,-0.43481660982882486,-0.36895317462829597
BL011,Diazinon,5.0,2.0,2.0,2657.5,13.0,0.0,220.0,-0.2,2.0,-0.42401791269400696,-0.7580970948416395,-0.38486958220845086,-0.19615861398620907,-0.6498674437980737,-0.25361960302668696,-0.5569888054064133,-0.561256994743761,-0.5032138564901447,-0.1232406896910192,-0.43245625548251804,-0.36895317462829597
BL011,Diazinon,5.0,2.0,3.0,3127.5,10.0,0.0,20.0,0.0,1.0,-0.42400743021703846,-0.758157204773164,-0.38486958220845086,-0.6585324898108447,-0.6494891063362355,-0.25364753989726463,-0.5569020948430243,-0.5614788788165243,-0.5032138564901447,-0.7153881476658863,-0.43009590113621116,-0.3697086972466027
BL011,Diazinon,5.0,2.0,4.0,921060.0,3277.0,33.0,435.0,-2.8,303.0,-0.4035346508767784,-0.6926974893430518,-0.37892959869475634,0.30089330252527413,-0.6547858308019716,-0.24521060498280006,-0.3875522135066747,-0.3198471235774194,-0.45304323608930447,0.5133178276319629,-0.4631408619845069,-0.14154086651795567
BL011,Diazinon,0.5,2.0,1.0,2515.0,4.0,1.0,0.0,-0.6,2.0,-0.4240210908918113,-0.7582774246362128,-0.3846895827080359,-0.7047698773933082,-0.6506241187217504,-0.25361960302668696,-0.5570150953112706,-0.5619226469620506,-0.5016935346598161,-0.774602893463373,-0.4371769641751317,-0.36895317462829597
BL011,Diazinon,0.5,2.0,2.0,2610.0,8.0,0.0,40.0,0.0,2.0,-0.42401897209327505,-0.7581972780608469,-0.38486958220845086,-0.612295102228381,-0.6494891063362355,-0.25361960302668696,-0.5569975687080324,-0.5616268015316996,-0.5032138564901447,-0.6561734018683996,-0.43009590113621116,-0.36895317462829597
BL011,Diazinon,0.5,2.0,3.0,2687.5,4.0,1.0,70.0,-0.2,2.0,-0.42401724359973236,-0.7582774246362128,-0.3846895827080359,-0.5429390208546857,-0.6498674437980737,-0.25361960302668696,-0.5569832706896013,-0.5619226469620506,-0.5016935346598161,-0.5673512831721695,-0.43245625548251804,-0.36895317462829597
BL011,Diazinon,0.5,2.0,4.0,391550.0,1279.0,27.0,405.0,-1.8,41.0,-0.41534438785467287,-0.7327307037383269,-0.38000959569724624,0.2315372211515788,-0.6528941434927801,-0.25253006507415676,-0.4852418101452189,-0.46762191603769837,-0.4621651670712754,0.42449570893573285,-0.4513390902529727,-0.3394877925143316
BL011,Diazinon,0.05,2.0,1.0,2657.5,5.0,0.0,385.0,-0.2,4.0,-0.42401791269400696,-0.7582573879923713,-0.38486958220845086,0.18529983356911525,-0.6498674437980737,-0.25356372928553156,-0.5569888054064133,-0.5618486856044629,-0.5032138564901447,0.3652809631382461,-0.43245625548251804,-0.3674421293916824
BL011,Diazinon,0.05,2.0,2.0,2780.0,5.0,1.0,445.0,-0.2,1.0,-0.4240151805590524,-0.7582573879923713,-0.3846895827080359,0.3240119963165059,-0.6498674437980737,-0.25364753989726463,-0.5569662053127641,-0.5618486856044629,-0.5016935346598161,0.5429252005307063,-0.43245625548251804,-0.3697086972466027
BL011,Diazinon,0.05,2.0,3.0,3050.0,28.0,1.0,1030.0,-0.2,3.0,-0.42400915871058115,-0.7577965451840173,-0.3846895827080359,1.6764555831035648,-0.6498674437980737,-0.25359166615610923,-0.5569163928614554,-0.5601475743799451,-0.5016935346598161,2.2749565151071924,-0.43245625548251804,-0.36819765200998916
BL011,Diazinon,0.05,2.0,4.0,530592.5,2066.0,20.0,385.0,-2.4,197.0,-0.4122433031655284,-0.716961865035083,-0.38126959220015116,0.18529983356911525,-0.6540291558782949,-0.24817191326403598,-0.4595897814005025,-0.4094143276161571,-0.47280741988357483,0.3652809631382461,-0.45842015329189323,-0.2216262640584742
BL011,Diazinon,500.0,3.0,1.0,2077.5,4.0,0.0,1215.0,0.2,2.0,-0.49199575090545344,-0.7473780687494308,-0.4682243960034831,2.0607852801272246,-0.6237138967136006,-0.2877486579511642,-0.5177611531623937,-0.5081220507973695,-0.49995365835158967,3.046652615698776,-0.44073616704708873,-0.4184582033075728
BL011,Diazinon,500.0,3.0,2.0,2115.0,6.0,0.0,920.0,-0.2,1.0,-0.4919948076221439,-0.747339928353933,-0.4682243960034831,1.3701430295465271,-0.6246452812292963,-0.28777759953358273,-0.5177547960031722,-0.5079976734098183,-0.49995365835158967,2.1057863276787403,-0.44293074950920003,-0.41960010175889534
BL011,Diazinon,500.0,3.0,3.0,2145.0,8.0,0.0,1325.0,-0.6,2.0,-0.4919940529954963,-0.7473017879584352,-0.4682243960034831,2.318312898987824,-0.625576665744992,-0.2877486579511642,-0.517749710275795,-0.5078732960222672,-0.49995365835158967,3.3974841129265854,-0.44512533197131127,-0.4184582033075728
BL011,Diazinon,500.0,3.0,4.0,3555.0,19.0,0.0,0.0,-1.4,1.0,-0.49195858554305877,-0.7470920157831972,-0.4682243960034831,-0.7837243281966655,-0.6274394347763834,-0.28777759953358273,-0.5175106810890646,-0.5071892203907359,-0.49995365835158967,-0.82844074004476,-0.4495144968955339,-0.41960010175889534
BL011,Diazinon,50.0,3.0,1.0,2180.0,4.0,0.0,325.0,-0.2,1.0,-0.4919931725977408,-0.7473780687494308,-0.4682243960034831,-0.02284727247216806,-0.6246452812292963,-0.28777759953358273,-0.5177437769271882,-0.5081220507973695,-0.49995365835158967,0.20810686540104173,-0.44293074950920003,-0.41960010175889534
BL011,Diazinon,50.0,3.0,2.0,2122.5,5.0,0.0,1040.0,0.0,2.0,-0.491994618965482,-0.747358998551682,-0.4682243960034831,1.6510822501217262,-0.6241795889714484,-0.2877486579511642,-0.5177535245713278,-0.5080598621035939,-0.49995365835158967,2.4885115973818057,-0.4418334582781444,-0.4184582033075728
BL011,Diazinon,50.0,3.0,3.0,2090.0,7.0,0.0,780.0,0.0,1.0,-0.49199543647768357,-0.7473208581561841,-0.4682243960034831,1.0423806055421283,-0.6241795889714484,-0.28777759953358273,-0.5177590341093199,-0.5079354847160428,-0.49995365835158967,1.6592735130251641,-0.4418334582781444,-0.41960010175889534
BL011,Diazinon,50.0,3.0,4.0,3840.0,19.0,0.0,0.0,-1.4,1.0,-0.4919514165899065,-0.7470920157831972,-0.4682243960034831,-0.7837243281966655,-0.6274394347763834,-0.28777759953358273,-0.5174623666789808,-0.5071892203907359,-0.49995365835158967,-0.82844074004476,-0.4495144968955339,-0.41960010175889534
BL011,Diazinon,5.0,3.0,1.0,2107.5,6.0,0.0,875.0,0.0,2.0,-0.49199499627880583,-0.747339928353933,-0.4682243960034831,1.2647908218308275,-0.6241795889714484,-0.2877486579511642,-0.5177560674350165,-0.5079976734098183,-0.49995365835158967,1.9622643515400908,-0.4418334582781444,-0.4184582033075728
BL011,Diazinon,5.0,3.0,2.0,2132.5,4.0,0.0,620.0,0.4,2.0,-0.49199436742326613,-0.7473780687494308,-0.4682243960034831,0.6677949781085296,-0.6232482044557528,-0.2877486579511642,-0.5177518293288688,-0.5081220507973695,-0.49995365835158967,1.1489731534210772,-0.4396388758160331,-0.4184582033075728
BL011,Diazinon,5.0,3.0,3.0,2175.0,4.0,0.0,175.0,-0.2,1.0,-0.4919932983688487,-0.7473780687494308,-0.4682243960034831,-0.37402129819116686,-0.6246452812292963,-0.28777759953358273,-0.5177446245484177,-0.5081220507973695,-0.49995365835158967,-0.2702997217277898,-0.44293074950920003,-0.41960010175889534
BL011,Diazinon,5.0,3.0,4.0,9405.0,38.0,1.0,50.0,0.0,3.0,-0.4918114333467753,-0.7467296820259678,-0.4680061603262346,-0.6666663196236658,-0.6241795889714484,-0.28771971636874577,-0.5165189642505026,-0.506007635209,-0.4978834568677321,-0.6689718776684828,-0.4418334582781444,-0.41731630485625026
BL011,Diazinon,0.5,3.0,1.0,2055.0,5.0,0.0,0.0,-0.4,1.0,-0.49199631687543915,-0.747358998551682,-0.4682243960034831,-0.7837243281966655,-0.6251109734871442,-0.28777759953358273,-0.5177649674579267,-0.5080598621035939,-0.49995365835158967,-0.82844074004476,-0.4440280407402557,-0.41960010175889534
BL011,Diazinon,0.5,3.0,2.0,2092.5,4.0,0.0,0.0,-0.2,1.0,-0.49199537359212964,-0.7473780687494308,-0.4682243960034831,-0.7837243281966655,-0.6246452812292963,-0.28777759953358273,-0.5177586102987051,-0.5081220507973695,-0.49995365835158967,-0.82844074004476,-0.44293074950920003,-0.41960010175889534
BL011,Diazinon,0.5,3.0,3.0,2225.0,4.0,0.0,5.0,0.2,1.0,-0.49199204065776936,-0.7473780687494308,-0.4682243960034831,-0.7720185273393655,-0.6237138967136006,-0.28777759953358273,-0.5177361483361222,-0.5081220507973695,-0.49995365835158967,-0.8124938538071322,-0.44073616704708873,-0.41960010175889534
BL011,Diazinon,0.5,3.0,4.0,2767.5,7.0,0.0,5.0,0.2,1.0,-0.4919783944925585,-0.7473208581561841,-0.4682243960034831,-0.7720185273393655,-0.6237138967136006,-0.28777759953358273,-0.5176441814327172,-0.5079354847160428,-0.49995365835158967,-0.8124938538071322,-0.44073616704708873,-0.41960010175889534
BL011,Diazinon,0.05,3.0,1.0,2155.0,4.0,0.0,0.0,-0.2,2.0,-0.4919938014532804,-0.7473780687494308,-0.4682243960034831,-0.7837243281966655,-0.6246452812292963,-0.2877486579511642,-0.5177480150333359,-0.5081220507973695,-0.49995365835158967,-0.82844074004476,-0.44293074950920003,-0.4184582033075728
BL011,Diazinon,0.05,3.0,2.0,2300.0,6.0,0.0,725.0,-0.2,2.0,-0.4919901540911503,-0.747339928353933,-0.4682243960034831,0.9136167961118288,-0.6246452812292963,-0.2877486579511642,-0.5177234340176792,-0.5079976734098183,-0.49995365835158967,1.4838577644112592,-0.44293074950920003,-0.4184582033075728
BL011,Diazinon,0.05,3.0,3.0,2875.0,13.0,0.0,995.0,-0.4,2.0,-0.49197569041373784,-0.7472064369696906,-0.4682243960034831,1.5457300424060265,-0.6251109734871442,-0.2877486579511642,-0.517625957576282,-0.5075623525533893,-0.49995365835158967,2.344989621243156,-0.4440280407402557,-0.4184582033075728
BL011,Diazinon,0.05,3.0,4.0,5395.0,19.0,1.0,0.0,-0.4,1.0,-0.49191230177533884,-0.7470920157831972,-0.4680061603262346,-0.7837243281966655,-0.6251109734871442,-0.28777759953358273,-0.5171987564765937,-0.5071892203907359,-0.4978834568677321,-0.82844074004476,-0.4440280407402557,-0.41960010175889534
BL011,Diazinon,500.0,4.0,1.0,2377.5,5.0,0.0,0.0,-0.4,2.0,-0.4648415728053285,-0.7017109561798957,-0.4047197096081098,-0.7250309058769424,-0.5325183784546701,-0.29287327138674957,-0.547896588363555,-0.5314028972249447,-0.5099459401512625,-0.7292299735271804,-0.3963476094370903,-0.36354768774703805
BL011,Diazinon,500.0,4.0,2.0,2450.0,6.0,0.0,0.0,-0.8,2.0,-0.4648397800422584,-0.7016913789604142,-0.4047197096081098,-0.7250309058769424,-0.5333773305076173,-0.29287327138674957,-0.5478807546939108,-0.5313234292669677,-0.5099459401512625,-0.7292299735271804,-0.4002655395933941,-0.36354768774703805
BL011,Diazinon,500.0,4.0,3.0,3050.0,23.0,1.0,0.0,-2.2,1.0,-0.46482494338236807,-0.7013585662292305,-0.40446662089859464,-0.7250309058769424,-0.5363836626929324,-0.29290190392832377,-0.5477497174278896,-0.5299724739813594,-0.5082495132046515,-0.7292299735271804,-0.41397829514045775,-0.36408273634556687
BL011,Diazinon,500.0,4.0,4.0,1459660.0,4639.0,76.0,365.0,1.8,148.0,-0.4288062314442618,-0.6109901211031139,-0.3854849676849522,0.045909023292557104,-0.5277941421634605,-0.2886929203169111,-0.2296327306625204,-0.16314837995969125,-0.3810174922088275,0.12972586459277394,-0.374798993577419,-0.28543059236183266
BL011,Diazinon,50.0,4.0,1.0,2425.0,6.0,0.0,985.0,-0.4,1.0,-0.4648403982364205,-0.7016913789604142,-0.4047197096081098,1.3554508207859535,-0.5325183784546701,-0.29290190392832377,-0.5478862145799951,-0.5313234292669677,-0.5099459401512625,1.5887741375636553,-0.3963476094370903,-0.36408273634556687
BL011,Diazinon,50.0,4.0,2.0,2490.0,14.0,0.0,0.0,-1.6,2.0,-0.4648387909315991,-0.701534761204563,-0.4047197096081098,-0.7250309058769424,-0.5350952346135116,-0.29287327138674957,-0.5478720188761761,-0.530687685603152,-0.5099459401512625,-0.7292299735271804,-0.4081013999060019,-0.36354768774703805
BL011,Diazinon,50.0,4.0,3.0,3425.0,31.0,0.0,0.0,-1.8,1.0,-0.4648156704699366,-0.7012019484733794,-0.4047197096081098,-0.7250309058769424,-0.5355247106399852,-0.29290190392832377,-0.5476678191366263,-0.5293367303175437,-0.5099459401512625,-0.7292299735271804,-0.4100603649841538,-0.36408273634556687
BL011,Diazinon,50.0,4.0,4.0,1474587.5,5001.0,85.0,260.0,3.6,150.0,-0.42843710771007343,-0.6039031676508491,-0.38320716929931514,-0.1758682166055181,-0.5239288579251983,-0.28863565523376256,-0.22637263268163327,-0.1343809791720301,-0.36574964968932866,-0.11737102034584308,-0.35716830787405157,-0.2843604951647751
BL011,Diazinon,5.0,4.0,1.0,2430.0,8.0,0.0,830.0,0.0,2.0,-0.4648402745975881,-0.7016522245214514,-0.4047197096081098,1.0280653714126045,-0.5316594264017229,-0.29287327138674957,-0.5478851226027782,-0.5311644933510138,-0.5099459401512625,1.2240120693209349,-0.3924296792807864,-0.36354768774703805
BL011,Diazinon,5.0,4.0,2.0,2582.5,14.0,0.0,0.0,-0.4,1.0,-0.4648365036131993,-0.701534761204563,-0.4047197096081098,-0.7250309058769424,-0.5325183784546701,-0.29290190392832377,-0.5478518172976645,-0.530687685603152,-0.5099459401512625,-0.7292299735271804,-0.3963476094370903,-0.36408273634556687
BL011,Diazinon,5.0,4.0,3.0,28647.5,102.0,1.0,0.0,-3.0,1.0,-0.4641919743797966,-0.6998119658902003,-0.40446662089859464,-0.7250309058769424,-0.5381015667988267,-0.29290190392832377,-0.5421593400662578,-0.5236945053011791,-0.5082495132046515,-0.7292299735271804,-0.42181415545306544,-0.36408273634556687
BL011,Diazinon,5.0,4.0,4.0,1244970.0,5720.0,2.0,345.0,2.8,2.0,-0.43411503563068915,-0.5898271468437265,-0.4042135321890794,0.003665739502447541,-0.5256467620310926,-0.29287327138674957,-0.27652004839935945,-0.07724351738659262,-0.5065530862580405,0.0826597912711326,-0.3650041681866594,-0.36354768774703805
BL011,Diazinon,0.5,4.0,1.0,2395.0,6.0,0.0,310.0,-0.2,1.0,-0.464841140069415,-0.7016913789604142,-0.4047197096081098,-0.07026000713024419,-0.5320889024281964,-0.29290190392832377,-0.5478927664432961,-0.5313234292669677,-0.5099459401512625,0.00029416295826025835,-0.3943886443589384,-0.36408273634556687
BL011,Diazinon,0.5,4.0,2.0,2532.5,10.0,0.0,0.0,-1.0,1.0,-0.4648377400015235,-0.7016130700824886,-0.4047197096081098,-0.7250309058769424,-0.5338068065340908,-0.29290190392832377,-0.5478627370698329,-0.5310055574350598,-0.5099459401512625,-0.7292299735271804,-0.4022245046715461,-0.36408273634556687
BL011,Diazinon,0.5,4.0,3.0,19145.0,34.0,2.0,935.0,-3.2,9.0,-0.4644269499808098,-0.7011432168149352,-0.4042135321890794,1.2498426113106795,-0.5385310428253003,-0.2926728435957299,-0.5442346427668694,-0.5290983264436128,-0.5065530862580405,1.471108954259552,-0.4237731205312174,-0.3598023475573364
BL011,Diazinon,0.5,4.0,4.0,1543585.0,6841.0,4.0,350.0,2.6,4.0,-0.42673095364210084,-0.5678810838050833,-0.40370735477004893,0.014226560449974932,-0.5260762380575662,-0.2928160063036011,-0.21130389307779726,0.011840063505584577,-0.5031602323648185,0.09442630960154293,-0.3669631332648112,-0.36247759054998047
BL011,Diazinon,0.05,4.0,1.0,2577.5,4.0,0.0,275.0,0.0,1.0,-0.46483662725203173,-0.701730533399377,-0.4047197096081098,-0.14418575376293594,-0.5316594264017229,-0.29290190392832377,-0.5478529092748814,-0.5314823651829217,-0.5099459401512625,-0.08207146535461207,-0.3924296792807864,-0.36408273634556687
BL011,Diazinon,0.05,4.0,2.0,3225.0,23.0,1.0,75.0,-1.0,1.0,-0.4648206160232334,-0.7013585662292305,-0.40446662089859464,-0.5666185916640315,-0.5338068065340908,-0.29290190392832377,-0.5477114982253001,-0.5299724739813594,-0.5082495132046515,-0.5527321985710254,-0.4022245046715461,-0.36408273634556687
BL011,Diazinon,0.05,4.0,3.0,3487.5,16.0,0.0,0.0,-0.8,1.0,-0.4648141249845314,-0.7014956067656003,-0.4047197096081098,-0.7250309058769424,-0.5333773305076173,-0.29290190392832377,-0.5476541694214158,-0.5305287496871981,-0.5099459401512625,-0.7292299735271804,-0.4002655395933941,-0.36408273634556687
BL011,Diazinon,0.05,4.0,4.0,329800.0,1327.0,0.0,260.0,1.8,2.0,-0.4567451456837554,-0.6758298720254922,-0.4047197096081098,-0.1758682166055181,-0.5277941421634605,-0.29287327138674957,-0.47638900630714737,-0.42634625677939764,-0.5099459401512625,-0.11737102034584308,-0.374798993577419,-0.36354768774703805
BL011,Diazinon,500.0,5.0,1.0,2100.0,4.0,0.0,0.0,-0.6,2.0,-0.7811438123448207,-0.8395752249490364,-0.5999844549028636,-0.7818982510279383,-0.5939505777571346,-0.37123809166264365,-0.5523039532913444,-0.5319914464116247,-0.5500629519533308,-0.9172467465702534,-0.514569788783615,-0.47427788183475145
BL011,Diazinon,500.0,5.0,2.0,2237.5,8.0,0.0,0.0,0.0,1.0,-0.7811331990143503,-0.8394538037157194,-0.5999844549028636,-0.7818982510279383,-0.5928454967543914,-0.3713644382549924,-0.5522778963603355,-0.5317302819587507,-0.5500629519533308,-0.9172467465702534,-0.5114910930222373,-0.47539144981338866
BL011,Diazinon,500.0,5.0,3.0,2837.5,15.0,0.0,1130.0,-0.6,1.0,-0.7810868862995707,-0.8392413165574146,-0.5999844549028636,1.7651125825173075,-0.5939505777571346,-0.3713644382549924,-0.5521641933886602,-0.5312732441662212,-0.5500629519533308,2.0055275181442656,-0.514569788783615,-0.47539144981338866
BL011,Diazinon,500.0,5.0,4.0,1512232.5,3471.0,74.0,555.0,3.6,315.0,-0.6645799194248564,-0.7343333709715228,-0.5426606865269679,0.4690672468637532,-0.5862150107379321,-0.33169160825749433,-0.2661263651689477,-0.3056271568831291,-0.4105041230006,0.5182751268072316,-0.49301891845397056,-0.12573110452129857
BL011,Diazinon,50.0,5.0,1.0,2107.5,4.0,0.0,165.0,-0.4,2.0,-0.7811432334358859,-0.8395752249490364,-0.5999844549028636,-0.4099895894925706,-0.5935822174228867,-0.37123809166264365,-0.5523025320041985,-0.5319914464116247,-0.5500629519533308,-0.490469973403974,-0.5135435568631558,-0.47427788183475145
BL011,Diazinon,50.0,5.0,2.0,2175.0,4.0,0.0,0.0,-0.4,2.0,-0.7811380232554732,-0.8395752249490364,-0.5999844549028636,-0.7818982510279383,-0.5935822174228867,-0.37123809166264365,-0.552289740419885,-0.5319914464116247,-0.5500629519533308,-0.9172467465702534,-0.5135435568631558,-0.47427788183475145
BL011,Diazinon,50.0,5.0,3.0,27670.0,98.0,5.0,55.0,-2.6,5.0,-0.7791701188166279,-0.8367218259660868,-0.5961112273098977,-0.6579286971828158,-0.5976341810996119,-0.3708590518855975,-0.547458311648449,-0.5258540817690869,-0.5406333013484166,-0.7749878221814936,-0.5248321079882077,-0.47093717789883976
BL011,Diazinon,50.0,5.0,4.0,1385317.5,3191.0,84.0,550.0,3.4,239.0,-0.6743762164186217,-0.7428328573037132,-0.534914231341036,0.45779728742328746,-0.58658337107218,-0.34129394927599704,-0.29017738625256384,-0.3239086685843055,-0.39164482179077154,0.5053424973173444,-0.49404515037442975,-0.21036227089772802
BL011,Diazinon,5.0,5.0,1.0,2060.0,5.0,0.0,0.0,-0.8,1.0,-0.7811468998591392,-0.8395448696407072,-0.5999844549028636,-0.7818982510279383,-0.5943189380913823,-0.3713644382549924,-0.5523115334894562,-0.5319261552984061,-0.5500629519533308,-0.9172467465702534,-0.5155960207040743,-0.47539144981338866
BL011,Diazinon,5.0,5.0,2.0,2302.5,6.0,0.0,0.0,-0.2,1.0,-0.7811281818035825,-0.8395145143323779,-0.5999844549028636,-0.7818982510279383,-0.593213857088639,-0.3713644382549924,-0.552265578538404,-0.5318608641851876,-0.5500629519533308,-0.9172467465702534,-0.5125173249426965,-0.47539144981338866
BL011,Diazinon,5.0,5.0,3.0,3857.5,20.0,0.0,0.0,-0.6,1.0,-0.7810081546844452,-0.8390895400157684,-0.5999844549028636,-0.7818982510279383,-0.5939505777571346,-0.3713644382549924,-0.5519708983368122,-0.5309467886001289,-0.5500629519533308,-0.9172467465702534,-0.514569788783615,-0.47539144981338866
BL011,Diazinon,5.0,5.0,4.0,1573585.0,5112.0,82.0,540.0,6.8,159.0,-0.6598442513689924,-0.6845203100032219,-0.5364635223782224,0.4352573685423561,-0.5803212453899684,-0.3514016766638946,-0.25449976255276713,-0.19848444009159136,-0.3954166820327372,0.4794772383375699,-0.47659920772662234,-0.2994477091887064
BL011,Diazinon,0.5,5.0,1.0,2087.5,4.0,0.0,0.0,-0.6,1.0,-0.7811447771930452,-0.8395752249490364,-0.5999844549028636,-0.7818982510279383,-0.5939505777571346,-0.3713644382549924,-0.5523063221032544,-0.5319914464116247,-0.5500629519533308,-0.9172467465702534,-0.514569788783615,-0.47539144981338866
BL011,Diazinon,0.5,5.0,2.0,2405.0,20.0,0.0,1030.0,-0.6,2.0,-0.781120270048141,-0.8390895400157684,-0.5999844549028636,1.5397133937079936,-0.5939505777571346,-0.37123809166264365,-0.5522461542807429,-0.5309467886001289,-0.5500629519533308,1.7468749283465206,-0.514569788783615,-0.47427788183475145
BL011,Diazinon,0.5,5.0,3.0,9320.0,61.0,0.0,0.0,-1.8,1.0,-0.7805865160103055,-0.8378449723742691,-0.5999844549028636,-0.7818982510279383,-0.596160739762621,-0.3713644382549924,-0.5509357275321851,-0.5282698529581709,-0.5500629519533308,-0.9172467465702534,-0.5207271803063707,-0.47539144981338866
BL011,Diazinon,0.5,5.0,4.0,32272.5,109.0,1.0,65.0,-2.0,4.0,-0.778814861700339,-0.8363879175744651,-0.5992098093842704,-0.6353887783018843,-0.5965291000968687,-0.3709853984779462,-0.5465861151032232,-0.5251358795236835,-0.548177021832348,-0.7491225632017191,-0.5217534122268299,-0.472050745877477
BL011,Diazinon,0.05,5.0,1.0,2382.5,4.0,0.0,0.0,-0.2,1.0,-0.7811220067749453,-0.8395752249490364,-0.5999844549028636,-0.7818982510279383,-0.593213857088639,-0.3713644382549924,-0.5522504181421807,-0.5319914464116247,-0.5500629519533308,-0.9172467465702534,-0.5125173249426965,-0.47539144981338866
BL011,Diazinon,0.05,5.0,2.0,2630.0,8.0,0.0,865.0,0.4,2.0,-0.7811029027800986,-0.8394538037157194,-0.5999844549028636,1.167804732172626,-0.5921087760858958,-0.37123809166264365,-0.5522035156663646,-0.5317302819587507,-0.5500629519533308,1.3200981551802413,-0.5094386291813187,-0.47427788183475145
BL011,Diazinon,0.05,5.0,3.0,92607.5,147.0,5.0,1045.0,-2.6,5.0,-0.7741577322899554,-0.8352344158579534,-0.5961112273098977,1.5735232720293908,-0.5976341810996119,-0.3708590518855975,-0.5351523337765086,-0.522654817221381,-0.5406333013484166,1.7856728168161824,-0.5248321079882077,-0.47093717789883976
BL011,Diazinon,0.05,5.0,4.0,291527.5,566.0,1.0,485.0,6.0,3.0,-0.7588035235833425,-0.8225155416679973,-0.5992098093842704,0.31128781469723354,-0.5817946867269593,-0.37111174507029493,-0.49745600856709343,-0.4952978407828348,-0.548177021832348,0.3372183139488101,-0.4807041354084594,-0.47316431385611424
BL011,Trimethoprim,500.0,1.0,1.0,2275.0,21.0,0.0,0.0,-2.0,1.0,-0.3701847337450478,-0.5845841677854886,-0.47556370500913936,-0.6468448106571313,-0.6384726226111852,-0.23422811813697092,-0.5283739309005757,-0.5512412756001595,-0.4665654626218747,-0.5363270708210686,-0.4864290606400959,-0.4648305382834705
BL011,Trimethoprim,500.0,1.0,2.0,30145.0,326.0,1.0,0.0,-4.0,2.0,-0.3697340383164924,-0.5801055573837215,-0.4754224374854081,-0.6468448106571313,-0.6430524869240265,-0.23420765239703734,-0.5227739826363325,-0.5284424270027918,-0.4647207227367141,-0.5363270708210686,-0.509528185007651,-0.46308014870823544
BL011,Trimethoprim,500.0,1.0,3.0,6132.5,71.0,0.0,5.0,1.0,1.0,-0.3701223527757025,-0.5838499693589694,-0.47556370500913936,-0.6294103496459638,-0.6316028261419232,-0.23422811813697092,-0.5275988393889389,-0.5475037594366565,-0.4665654626218747,-0.5159473214548468,-0.45178037408876337,-0.4648305382834705
BL011,Trimethoprim,500.0,1.0,4.0,3912235.0,14378.0,27.0,25.0,276.4,35.0,-0.3069554155593837,-0.37376643159476597,-0.4717494818683936,-0.5596725056012936,-0.0009555102636715889,-0.23353228297922915,0.2572584234324215,0.521949115588066,-0.41675748572253785,-0.4344283239899599,2.728969051323561,-0.4053172927254776
BL011,Trimethoprim,50.0,1.0,1.0,1962.5,8.0,0.0,0.0,-0.2,3.0,-0.37018978729084695,-0.5847750593763835,-0.47556370500913936,-0.6468448106571313,-0.6343507447296279,-0.23418718665710375,-0.5284367218525878,-0.5522130298026703,-0.4665654626218747,-0.5363270708210686,-0.4656398487092964,-0.46132975913300034
BL011,Trimethoprim,50.0,1.0,2.0,8062.5,111.0,0.0,0.0,-1.8,2.0,-0.3700911420768467,-0.583262610617754,-0.47556370500913936,-0.6468448106571313,-0.6380146361799011,-0.23420765239703734,-0.5272110424693125,-0.5445137465058543,-0.4665654626218747,-0.5363270708210686,-0.4841191482033404,-0.46308014870823544
BL011,Trimethoprim,50.0,1.0,3.0,11927.5,138.0,0.0,0.0,-4.0,1.0,-0.37002863982240225,-0.5828661434674336,-0.47556370500913936,-0.6468448106571313,-0.6430524869240265,-0.23422811813697092,-0.5264344439748273,-0.5424954877775626,-0.4665654626218747,-0.5363270708210686,-0.509528185007651,-0.4648305382834705
BL011,Trimethoprim,50.0,1.0,4.0,3534910.0,14443.0,36.0,25.0,268.4,49.0,-0.3130572688991636,-0.372811973640291,-0.47047807415481174,-0.5596725056012936,-0.019274967515036923,-0.23324576262015903,0.1814421163349836,0.5268078866006198,-0.4001548267560922,-0.4344283239899599,2.636572553853341,-0.38081183867218643
BL011,Trimethoprim,5.0,1.0,1.0,2132.5,16.0,0.0,0.0,-1.8,1.0,-0.3701870381619322,-0.5846575876281405,-0.47556370500913936,-0.6468448106571313,-0.6380146361799011,-0.23422811813697092,-0.5284025635746933,-0.5516150272165098,-0.4665654626218747,-0.5363270708210686,-0.4841191482033404,-0.4648305382834705
BL011,Trimethoprim,5.0,1.0,2.0,11832.5,157.0,0.0,0.0,-2.2,2.0,-0.3700301761003252,-0.5825871480653564,-0.47556370500913936,-0.6468448106571313,-0.6389306090424693,-0.23420765239703734,-0.526453532424239,-0.5410752316354316,-0.4665654626218747,-0.5363270708210686,-0.48873897307685144,-0.46308014870823544
