strain,chemical,concentration,experiment,replicate,auc,max_signal,min_signal,time_to_peak,initial_slope,final_signal
BL032,Boric Acid,5.0,2.0,4.0,18607990.0,47428.0,281.0,120.0,262.4,281.0
BL032,Boric Acid,0.5,2.0,1.0,12882032.5,44138.0,9.0,90.0,191.2,9.0
BL032,Boric Acid,0.5,2.0,2.0,13750397.5,44869.0,9.0,120.0,118.2,9.0
BL032,Boric Acid,0.5,2.0,3.0,14532675.0,48449.0,5.0,125.0,243.8,13.0
BL032,Boric Acid,0.5,2.0,4.0,20596232.5,45186.0,2182.0,130.0,147.6,2182.0
BL032,Boric Acid,0.05,2.0,1.0,13286745.0,43641.0,6.0,140.0,71.2,11.0
BL032,Boric Acid,0.05,2.0,2.0,14094125.0,45759.0,7.0,125.0,54.0,13.0
BL032,Boric Acid,0.05,2.0,3.0,20139142.5,45222.0,2177.0,130.0,295.6,2217.0
BL032,Boric Acid,0.05,2.0,4.0,20704805.0,45274.0,2375.0,140.0,186.2,2375.0
BL032,Boric Acid,500.0,3.0,1.0,9450385.0,31939.0,22.0,55.0,215.8,23.0
BL032,Boric Acid,500.0,3.0,2.0,15785387.5,32138.0,2441.0,60.0,250.8,2473.0
BL032,Boric Acid,500.0,3.0,3.0,11815340.0,35351.0,11.0,100.0,311.6,20.0
BL032,Boric Acid,500.0,3.0,4.0,13895902.5,42140.0,30.0,225.0,267.2,34.0
BL032,Boric Acid,50.0,3.0,1.0,10093827.5,31733.0,107.0,60.0,258.4,132.0
BL032,Boric Acid,50.0,3.0,2.0,9697435.0,32618.0,10.0,60.0,255.2,14.0
BL032,Boric Acid,50.0,3.0,3.0,10669180.0,32834.0,10.0,100.0,269.8,14.0
BL032,Boric Acid,50.0,3.0,4.0,17794000.0,35892.0,2134.0,235.0,294.0,2190.0
BL032,Boric Acid,5.0,3.0,1.0,10128697.5,31554.0,30.0,60.0,210.4,30.0
BL032,Boric Acid,5.0,3.0,2.0,9915667.5,32816.0,10.0,100.0,152.8,15.0
BL032,Boric Acid,5.0,3.0,3.0,16395310.0,31969.0,2061.0,55.0,236.2,2084.0
BL032,Boric Acid,5.0,3.0,4.0,11720982.5,36917.0,5.0,215.0,259.8,11.0
BL032,Boric Acid,0.5,3.0,1.0,13989442.5,31879.0,1436.0,55.0,208.0,1444.0
BL032,Boric Acid,0.5,3.0,2.0,10729847.5,34622.0,10.0,95.0,216.6,19.0
BL032,Boric Acid,0.5,3.0,3.0,11995252.5,36485.0,10.0,100.0,305.4,12.0
BL032,Boric Acid,0.5,3.0,4.0,13024400.0,41464.0,8.0,220.0,291.0,17.0
BL032,Boric Acid,0.05,3.0,1.0,11142172.5,35959.0,8.0,100.0,208.6,11.0
BL032,Boric Acid,0.05,3.0,2.0,10744167.5,33677.0,9.0,95.0,201.0,16.0
BL032,Boric Acid,0.05,3.0,3.0,15669030.0,35695.0,1734.0,100.0,265.2,1734.0
BL032,Boric Acid,0.05,3.0,4.0,12286062.5,37443.0,11.0,225.0,235.8,16.0
BL032,Boric Acid,500.0,4.0,1.0,15717380.0,27892.0,3196.0,50.0,496.0,3196.0
BL032,Boric Acid,500.0,4.0,2.0,9663907.5,31212.0,101.0,45.0,588.6,407.0
BL032,Boric Acid,500.0,4.0,3.0,10665432.5,31860.0,19.0,50.0,547.8,19.0
BL032,Boric Acid,500.0,4.0,4.0,12312390.0,33289.0,26.0,50.0,681.0,31.0
BL032,Boric Acid,50.0,4.0,1.0,8747987.5,28942.0,217.0,50.0,540.4,247.0
BL032,Boric Acid,50.0,4.0,2.0,8434947.5,28628.0,15.0,50.0,488.8,22.0
BL032,Boric Acid,50.0,4.0,3.0,9523872.5,30954.0,12.0,45.0,633.0,13.0
BL032,Boric Acid,50.0,4.0,4.0,12928967.5,31163.0,456.0,45.0,663.4,466.0
BL032,Boric Acid,5.0,4.0,1.0,8151515.0,28284.0,14.0,45.0,546.0,16.0
BL032,Boric Acid,5.0,4.0,2.0,9391492.5,30054.0,15.0,50.0,558.6,19.0
BL032,Boric Acid,5.0,4.0,3.0,12081847.5,33455.0,12.0,215.0,660.2,16.0
BL032,Boric Acid,5.0,4.0,4.0,19239537.5,32606.0,3357.0,225.0,748.2,3398.0
BL032,Boric Acid,0.5,4.0,1.0,9206180.0,29581.0,15.0,50.0,574.2,18.0
BL032,Boric Acid,0.5,4.0,2.0,9779427.5,30338.0,15.0,50.0,521.8,17.0
BL032,Boric Acid,0.5,4.0,3.0,10390222.5,31071.0,189.0,50.0,533.2,390.0
BL032,Boric Acid,0.5,4.0,4.0,16240207.5,31575.0,3466.0,50.0,529.4,3634.0
BL032,Boric Acid,0.05,4.0,1.0,9548205.0,29934.0,352.0,50.0,538.8,716.0
BL032,Boric Acid,0.05,4.0,2.0,9783395.0,30587.0,13.0,50.0,555.4,14.0
BL032,Boric Acid,0.05,4.0,3.0,10633560.0,31768.0,12.0,50.0,541.0,19.0
BL032,Boric Acid,0.05,4.0,4.0,16358375.0,31553.0,2648.0,50.0,584.4,2699.0
BL032,Boric Acid,500.0,5.0,1.0,16856775.0,47769.0,17.0,210.0,1196.6,17.0
BL032,Boric Acid,500.0,5.0,2.0,16604057.5,45136.0,19.0,215.0,1112.0,34.0
BL032,Boric Acid,500.0,5.0,3.0,19424747.5,57204.0,16.0,210.0,1171.8,20.0
BL032,Boric Acid,500.0,5.0,4.0,22228435.0,62856.0,54.0,230.0,1158.2,68.0
BL032,Boric Acid,50.0,5.0,1.0,14875880.0,45478.0,14.0,215.0,1100.6,14.0
BL032,Boric Acid,50.0,5.0,2.0,15047067.5,48496.0,16.0,215.0,1105.8,21.0
BL032,Boric Acid,50.0,5.0,3.0,16940990.0,56783.0,16.0,220.0,1075.6,16.0
BL032,Boric Acid,50.0,5.0,4.0,24689135.0,49250.0,3022.0,215.0,1197.6,3022.0
BL032,Boric Acid,5.0,5.0,1.0,15258895.0,51451.0,17.0,220.0,1078.2,22.0
BL032,Boric Acid,5.0,5.0,2.0,16008255.0,56059.0,16.0,220.0,1094.0,21.0
BL032,Boric Acid,5.0,5.0,3.0,17624590.0,62372.0,13.0,215.0,1150.4,19.0
BL032,Boric Acid,5.0,5.0,4.0,18156482.5,61391.0,20.0,225.0,1149.6,21.0
BL032,Boric Acid,0.5,5.0,1.0,13701895.0,48157.0,15.0,225.0,1005.6,30.0
BL032,Boric Acid,0.5,5.0,2.0,16602560.0,61181.0,9.0,225.0,1068.8,12.0
BL032,Boric Acid,0.5,5.0,3.0,21894775.0,63074.0,1475.0,225.0,1071.4,1480.0
BL032,Boric Acid,0.5,5.0,4.0,18028430.0,62164.0,16.0,230.0,1197.6,16.0
BL032,Boric Acid,0.05,5.0,1.0,16453035.0,56670.0,13.0,220.0,1078.6,26.0
BL032,Boric Acid,0.05,5.0,2.0,22051732.5,48055.0,2911.0,220.0,1105.8,2911.0
BL032,Boric Acid,0.05,5.0,3.0,24460027.5,45267.0,3505.0,215.0,1120.2,3505.0
BL032,Boric Acid,0.05,5.0,4.0,19852797.5,62827.0,219.0,220.0,1131.0,294.0
BL032,Trimethoprim,500.0,1.0,1.0,84297387.5,79425.0,26868.0,775.0,615.2,51969.0
BL032,Trimethoprim,500.0,1.0,2.0,80017130.0,77166.0,26256.0,775.0,543.2,38856.0
BL032,Trimethoprim,500.0,1.0,3.0,83397890.0,80799.0,28149.0,720.0,675.8,37253.0
BL032,Trimethoprim,500.0,1.0,4.0,92838237.5,93018.0,30209.0,665.0,563.8,38306.0
BL032,Trimethoprim,50.0,1.0,4.0,60609815.0,54158.0,29087.0,815.0,509.2,36203.0
BL032,Trimethoprim,5.0,1.0,4.0,117998640.0,127615.0,28688.0,580.0,590.2,51250.0
BL032,Trimethoprim,0.5,1.0,4.0,42040125.0,106563.0,3382.0,175.0,643.0,3382.0
BL032,Trimethoprim,0.05,1.0,4.0,58964477.5,92586.0,7812.0,170.0,651.8,7812.0
BL032,Trimethoprim,500.0,2.0,1.0,97294592.5,81727.0,32546.0,845.0,1028.2,57731.0
BL032,Trimethoprim,500.0,2.0,2.0,105960227.5,87332.0,36577.0,845.0,1242.2,61564.0
BL032,Trimethoprim,500.0,2.0,3.0,102337290.0,84119.0,36358.0,960.0,1179.8,68504.0
BL032,Trimethoprim,500.0,2.0,4.0,100176212.5,87012.0,40632.0,210.0,1425.6,60603.0
BL032,Trimethoprim,50.0,2.0,4.0,59955935.0,65242.0,26857.0,55.0,1790.2,37896.0
BL032,Trimethoprim,5.0,2.0,4.0,167045230.0,157509.0,34564.0,525.0,1672.8,95712.0
BL032,Trimethoprim,0.5,2.0,4.0,47694115.0,90530.0,4240.0,130.0,1857.4,4240.0
BL032,Trimethoprim,0.05,2.0,4.0,55346397.5,87633.0,2741.0,125.0,1686.8,2741.0
BL032,Trimethoprim,500.0,3.0,1.0,82791025.0,80518.0,17782.0,910.0,407.6,53784.0
BL032,Trimethoprim,500.0,3.0,2.0,84811850.0,79987.0,18172.0,880.0,464.2,52168.0
BL032,Trimethoprim,500.0,3.0,3.0,95960760.0,93616.0,18542.0,875.0,550.8,63288.0
BL032,Trimethoprim,500.0,3.0,4.0,99897222.5,97816.0,19954.0,945.0,497.0,64185.0
BL032,Trimethoprim,50.0,3.0,4.0,44876955.0,40692.0,19915.0,175.0,872.4,25559.0
BL032,Trimethoprim,5.0,3.0,4.0,96866587.5,87544.0,17947.0,700.0,794.6,49968.0
BL032,Trimethoprim,0.5,3.0,4.0,32074547.5,60745.0,1332.0,130.0,953.2,1349.0
BL032,Trimethoprim,0.05,3.0,4.0,46486962.5,78563.0,4395.0,260.0,928.2,4398.0
BL032,Trimethoprim,500.0,4.0,1.0,82791025.0,80518.0,17782.0,910.0,407.6,53784.0
BL032,Trimethoprim,500.0,4.0,2.0,84811850.0,79987.0,18172.0,880.0,464.2,52168.0
BL032,Trimethoprim,500.0,4.0,3.0,95960760.0,93616.0,18542.0,875.0,550.8,63288.0
BL032,Trimethoprim,500.0,4.0,4.0,99897222.5,97816.0,19954.0,945.0,497.0,64185.0
BL032,Trimethoprim,50.0,4.0,4.0,44876955.0,40692.0,19915.0,175.0,872.4,25559.0
BL032,Trimethoprim,5.0,4.0,4.0,96866587.5,87544.0,17947.0,700.0,794.6,49968.0
BL032,Trimethoprim,0.5,4.0,4.0,32074547.5,60745.0,1332.0,130.0,953.2,1349.0
BL032,Trimethoprim,0.05,4.0,4.0,46486962.5,78563.0,4395.0,260.0,928.2,4398.0
BL032,Trimethoprim,500.0,5.0,1.0,12405895.0,43968.0,24.0,85.0,265.6,29.0
BL032,Trimethoprim,500.0,5.0,2.0,13778220.0,46662.0,20.0,90.0,190.8,21.0
BL032,Trimethoprim,500.0,5.0,3.0,15022077.5,49546.0,15.0,120.0,264.6,17.0
BL032,Trimethoprim,500.0,5.0,4.0,16666440.0,51903.0,24.0,120.0,200.4,28.0
BL032,Trimethoprim,50.0,5.0,4.0,18837275.0,47517.0,863.0,120.0,246.6,863.0
BL032,Trimethoprim,5.0,5.0,4.0,18607990.0,47428.0,281.0,120.0,262.4,281.0
BL032,Trimethoprim,0.5,5.0,4.0,20596232.5,45186.0,2182.0,130.0,147.6,2182.0
BL032,Trimethoprim,0.05,5.0,4.0,20704805.0,45274.0,2375.0,140.0,186.2,2375.0
BL032,Diazinon,500.0,5.0,1.0,22283002.5,97823.0,1250.0,105.0,661.0,1250.0
BL032,Diazinon,500.0,5.0,2.0,21529342.5,81143.0,1696.0,105.0,753.4,1700.0
BL032,Diazinon,500.0,5.0,3.0,21727470.0,83921.0,1747.0,105.0,783.6,1747.0
BL032,Diazinon,500.0,5.0,4.0,22138782.5,85400.0,1451.0,105.0,446.6,1451.0
BL032,Diazinon,50.0,5.0,1.0,21618487.5,94790.0,1726.0,100.0,564.6,1726.0
BL032,Diazinon,50.0,5.0,2.0,20721645.0,91874.0,1075.0,105.0,635.0,1108.0
BL032,Diazinon,50.0,5.0,3.0,20952312.5,87751.0,1164.0,105.0,639.6,1164.0
BL032,Diazinon,50.0,5.0,4.0,22245830.0,90022.0,1264.0,105.0,554.2,1264.0
BL032,Diazinon,5.0,5.0,1.0,23611757.5,93392.0,4926.0,105.0,763.2,5034.0
BL032,Diazinon,5.0,5.0,2.0,22657797.5,94871.0,3654.0,100.0,764.0,3881.0
BL032,Diazinon,5.0,5.0,3.0,21848245.0,90327.0,1266.0,100.0,805.8,1270.0
BL032,Diazinon,5.0,5.0,4.0,22409570.0,91182.0,1098.0,100.0,634.0,1098.0
BL032,Diazinon,0.5,5.0,1.0,22835007.5,92503.0,4213.0,100.0,715.0,4449.0
BL032,Diazinon,0.5,5.0,2.0,22963517.5,89162.0,4369.0,95.0,681.6,4790.0
BL032,Diazinon,0.5,5.0,3.0,23310397.5,93156.0,1568.0,105.0,597.4,1568.0
BL032,Diazinon,0.5,5.0,4.0,22973145.0,95285.0,1060.0,100.0,610.6,1060.0
BL032,Diazinon,0.05,5.0,1.0,21693452.5,95091.0,1196.0,105.0,723.2,1196.0
BL032,Diazinon,0.05,5.0,2.0,23161280.0,93214.0,4267.0,105.0,692.6,4702.0
BL032,Diazinon,0.05,5.0,3.0,24260730.0,92224.0,4396.0,110.0,620.6,4778.0
BL032,Diazinon,0.05,5.0,4.0,25050742.5,92779.0,4427.0,110.0,569.2,4510.0
BL032,Diazinon,500.0,4.0,1.0,226123725.0,215892.0,23819.0,490.0,784.0,136015.0
BL032,Diazinon,500.0,4.0,2.0,259380435.0,236014.0,23906.0,920.0,787.2,194016.0
BL032,Diazinon,500.0,4.0,3.0,284947352.5,256906.0,23781.0,990.0,707.6,220856.0
BL032,Diazinon,500.0,4.0,4.0,365451655.0,339519.0,26927.0,975.0,773.0,253083.0
BL032,Diazinon,50.0,4.0,1.0,171088090.0,147396.0,23298.0,1045.0,1100.0,127322.0
BL032,Diazinon,50.0,4.0,2.0,260759350.0,259629.0,22759.0,1435.0,911.6,258465.0
BL032,Diazinon,50.0,4.0,3.0,287871747.5,275145.0,22840.0,1435.0,833.4,274599.0
BL032,Diazinon,50.0,4.0,4.0,318620772.5,325383.0,23832.0,1440.0,892.0,325383.0
BL032,Diazinon,5.0,4.0,1.0,132146317.5,125183.0,23425.0,625.0,1078.6,81186.0
BL032,Diazinon,5.0,4.0,2.0,292955380.0,283412.0,21721.0,1415.0,1169.6,283235.0
BL032,Diazinon,5.0,4.0,3.0,318311065.0,306914.0,22955.0,1390.0,944.0,305727.0
BL032,Diazinon,5.0,4.0,4.0,314630572.5,290072.0,22982.0,585.0,970.2,283935.0
BL032,Diazinon,0.5,4.0,1.0,16285640.0,45601.0,543.0,25.0,1491.4,606.0
BL032,Diazinon,0.5,4.0,2.0,17058295.0,46592.0,655.0,25.0,1370.4,735.0
BL032,Diazinon,0.5,4.0,3.0,27102180.0,55999.0,1485.0,55.0,1187.8,1530.0
BL032,Diazinon,0.5,4.0,4.0,29543820.0,59217.0,1787.0,250.0,1216.0,1794.0
BL032,Diazinon,0.05,4.0,1.0,14046642.5,45090.0,449.0,25.0,1387.8,590.0
BL032,Diazinon,0.05,4.0,2.0,14195617.5,44934.0,513.0,25.0,1255.2,539.0
BL032,Diazinon,0.05,4.0,3.0,16534650.0,56077.0,576.0,40.0,1238.0,716.0
BL032,Diazinon,0.05,4.0,4.0,17800357.5,59234.0,490.0,40.0,1291.0,586.0
BL032,Diazinon,500.0,3.0,1.0,226123725.0,215892.0,23819.0,490.0,784.0,136015.0
BL032,Diazinon,500.0,3.0,2.0,259380435.0,236014.0,23906.0,920.0,787.2,194016.0
BL032,Diazinon,500.0,3.0,3.0,284947352.5,256906.0,23781.0,990.0,707.6,220856.0
BL032,Diazinon,500.0,3.0,4.0,365451655.0,339519.0,26927.0,975.0,773.0,253083.0
BL032,Diazinon,50.0,3.0,1.0,171088090.0,147396.0,23298.0,1045.0,1100.0,127322.0
BL032,Diazinon,50.0,3.0,2.0,260759350.0,259629.0,22759.0,1435.0,911.6,258465.0
BL032,Diazinon,50.0,3.0,3.0,287871747.5,275145.0,22840.0,1435.0,833.4,274599.0
BL032,Diazinon,50.0,3.0,4.0,318620772.5,325383.0,23832.0,1440.0,892.0,325383.0
BL032,Diazinon,5.0,3.0,1.0,132146317.5,125183.0,23425.0,625.0,1078.6,81186.0
BL032,Diazinon,5.0,3.0,2.0,292955380.0,283412.0,21721.0,1415.0,1169.6,283235.0
BL032,Diazinon,5.0,3.0,3.0,318311065.0,306914.0,22955.0,1390.0,944.0,305727.0
BL032,Diazinon,5.0,3.0,4.0,314630572.5,290072.0,22982.0,585.0,970.2,283935.0
BL032,Diazinon,0.5,3.0,1.0,16285640.0,45601.0,543.0,25.0,1491.4,606.0
BL032,Diazinon,0.5,3.0,2.0,17058295.0,46592.0,655.0,25.0,1370.4,735.0
BL032,Diazinon,0.5,3.0,3.0,27102180.0,55999.0,1485.0,55.0,1187.8,1530.0
BL032,Diazinon,0.5,3.0,4.0,29543820.0,59217.0,1787.0,250.0,1216.0,1794.0
BL032,Diazinon,0.05,3.0,1.0,14046642.5,45090.0,449.0,25.0,1387.8,590.0
BL032,Diazinon,0.05,3.0,2.0,14195617.5,44934.0,513.0,25.0,1255.2,539.0
BL032,Diazinon,0.05,3.0,3.0,16534650.0,56077.0,576.0,40.0,1238.0,716.0
BL032,Diazinon,0.05,3.0,4.0,17800357.5,59234.0,490.0,40.0,1291.0,586.0
BL032,Diazinon,500.0,2.0,1.0,319058387.5,288735.0,29013.0,585.0,936.8,200664.0
BL032,Diazinon,500.0,2.0,2.0,316692267.5,283225.0,29000.0,1125.0,840.4,245505.0
BL032,Diazinon,500.0,2.0,3.0,352306762.5,308186.0,29472.0,1020.0,828.2,266641.0
BL032,Diazinon,500.0,2.0,4.0,392210252.5,370684.0,30865.0,1095.0,674.4,294838.0
BL032,Diazinon,50.0,2.0,1.0,312081660.0,301860.0,28754.0,1320.0,1523.8,295180.0
BL032,Diazinon,50.0,2.0,2.0,320586467.5,343570.0,28502.0,1410.0,1265.0,340967.0
BL032,Diazinon,50.0,2.0,3.0,352522425.0,331435.0,28793.0,1245.0,1123.0,315821.0
BL032,Diazinon,50.0,2.0,4.0,328408057.5,311243.0,28759.0,1215.0,984.8,292246.0
BL032,Diazinon,5.0,2.0,1.0,195450220.0,186525.0,26840.0,540.0,1637.4,118436.0
BL032,Diazinon,5.0,2.0,2.0,198506205.0,191060.0,26732.0,540.0,1469.2,118688.0
BL032,Diazinon,5.0,2.0,3.0,395133230.0,366613.0,29086.0,745.0,1256.4,310526.0
BL032,Diazinon,5.0,2.0,4.0,383360260.0,371275.0,28990.0,650.0,1217.8,282504.0
BL032,Diazinon,0.5,2.0,1.0,19637400.0,50717.0,1441.0,25.0,1752.4,1441.0
BL032,Diazinon,0.5,2.0,2.0,20141207.5,51502.0,1522.0,30.0,1662.0,1534.0
BL032,Diazinon,0.5,2.0,3.0,35265990.0,74116.0,1435.0,160.0,1607.6,1435.0
BL032,Diazinon,0.5,2.0,4.0,33977640.0,75641.0,1033.0,110.0,1451.2,1033.0
BL032,Diazinon,0.05,2.0,1.0,16697372.5,54423.0,630.0,25.0,1934.6,645.0
BL032,Diazinon,0.05,2.0,2.0,17836910.0,56412.0,417.0,25.0,1833.0,541.0
BL032,Diazinon,0.05,2.0,3.0,21455117.5,67553.0,511.0,55.0,1616.4,594.0
BL032,Diazinon,0.05,2.0,4.0,22844812.5,72301.0,503.0,55.0,1577.2,537.0
BL032,Diazinon,500.0,1.0,1.0,432782667.5,417024.0,38683.0,960.0,1028.4,269592.0
BL032,Diazinon,500.0,1.0,2.0,480710377.5,481409.0,37098.0,900.0,904.8,373161.0
BL032,Diazinon,500.0,1.0,3.0,493173352.5,500011.0,37797.0,935.0,842.0,388668.0
BL032,Diazinon,500.0,1.0,4.0,469663170.0,490512.0,38218.0,960.0,897.2,366340.0
BL032,Diazinon,50.0,1.0,1.0,438571162.5,457692.0,39880.0,1045.0,1520.0,379427.0
BL032,Diazinon,50.0,1.0,2.0,495620575.0,529110.0,37974.0,1060.0,1295.2,457898.0
BL032,Diazinon,50.0,1.0,3.0,481597040.0,505918.0,39976.0,1000.0,1167.0,446658.0
BL032,Diazinon,50.0,1.0,4.0,470148225.0,492774.0,40323.0,1025.0,1166.2,435039.0
BL032,Diazinon,5.0,1.0,1.0,441463045.0,452813.0,39812.0,815.0,1549.2,342940.0
BL032,Diazinon,5.0,1.0,2.0,466196572.5,490963.0,38815.0,805.0,1491.2,336498.0
BL032,Diazinon,5.0,1.0,3.0,503263592.5,524515.0,39202.0,775.0,1241.2,365469.0
BL032,Diazinon,5.0,1.0,4.0,468618522.5,504228.0,38725.0,755.0,1255.0,327526.0
BL032,Diazinon,0.5,1.0,1.0,35870492.5,84372.0,2157.0,140.0,1889.2,2158.0
BL032,Diazinon,0.5,1.0,2.0,27722840.0,76347.0,1798.0,140.0,1610.0,1798.0
BL032,Diazinon,0.5,1.0,3.0,41576900.0,99033.0,1924.0,140.0,1095.8,1924.0
BL032,Diazinon,0.5,1.0,4.0,42213650.0,100376.0,2072.0,145.0,1335.0,2103.0
BL032,Diazinon,0.05,1.0,1.0,27237165.0,76715.0,1966.0,50.0,1849.4,1972.0
BL032,Diazinon,0.05,1.0,2.0,24684037.5,81273.0,500.0,40.0,1695.8,517.0
BL032,Diazinon,0.05,1.0,3.0,31830852.5,93238.0,1894.0,65.0,1472.2,1894.0
BL032,Diazinon,0.05,1.0,4.0,28196405.0,92999.0,1935.0,75.0,1276.0,1969.0
BL032,Propoxur,500.0,1.0,1.0,26337450.0,80481.0,20.0,1215.0,-3.0,17879.0
BL032,Propoxur,500.0,1.0,2.0,39212.5,148.0,6.0,0.0,-4.6,7.0
BL032,Propoxur,500.0,1.0,3.0,41980.0,80.0,3.0,255.0,0.2,3.0
BL032,Propoxur,500.0,1.0,4.0,78050487.5,170960.0,213.0,265.0,124.8,213.0
BL032,Propoxur,50.0,1.0,1.0,30119217.5,72071.0,706.0,195.0,597.8,706.0
BL032,Propoxur,50.0,1.0,2.0,29860357.5,92747.0,597.0,220.0,692.2,617.0
BL032,Propoxur,50.0,1.0,3.0,52076020.0,81893.0,8569.0,220.0,722.2,8569.0
BL032,Propoxur,50.0,1.0,4.0,29480150.0,106337.0,119.0,215.0,715.8,119.0
BL032,Propoxur,5.0,1.0,1.0,12877605.0,40221.0,13.0,205.0,283.8,17.0
BL032,Propoxur,5.0,1.0,2.0,13341755.0,45128.0,17.0,205.0,315.2,19.0
BL032,Propoxur,5.0,1.0,3.0,19324417.5,42885.0,2269.0,220.0,398.0,2299.0
BL032,Propoxur,5.0,1.0,4.0,18226030.0,59415.0,62.0,200.0,443.0,79.0
BL032,Propoxur,0.5,1.0,1.0,13586445.0,41193.0,15.0,215.0,210.6,15.0
BL032,Propoxur,0.5,1.0,2.0,17983932.5,40323.0,2260.0,220.0,323.0,2278.0
BL032,Propoxur,0.5,1.0,3.0,20162655.0,45588.0,2266.0,225.0,432.6,2287.0
BL032,Propoxur,0.5,1.0,4.0,16343315.0,54080.0,18.0,200.0,384.6,18.0
BL032,Propoxur,0.05,1.0,1.0,14957440.0,32473.0,1861.0,60.0,222.6,1861.0
BL032,Propoxur,0.05,1.0,2.0,15524005.0,34602.0,1722.0,235.0,310.6,1755.0
BL032,Propoxur,0.05,1.0,3.0,16657372.5,37412.0,1752.0,235.0,368.0,1774.0
BL032,Propoxur,0.05,1.0,4.0,14008762.5,46488.0,30.0,205.0,344.4,31.0
BL032,Propoxur,500.0,2.0,1.0,14551755.0,54422.0,21.0,1425.0,-4.0,52741.0
BL032,Propoxur,500.0,2.0,2.0,37122.5,132.0,6.0,0.0,-10.8,19.0
BL032,Propoxur,500.0,2.0,3.0,55040.0,150.0,5.0,0.0,-10.6,10.0
BL032,Propoxur,500.0,2.0,4.0,102222997.5,151819.0,17497.0,430.0,317.2,20818.0
BL032,Propoxur,50.0,2.0,1.0,37475270.0,66359.0,1669.0,65.0,-288.2,1669.0
BL032,Propoxur,50.0,2.0,2.0,30458907.5,60755.0,498.0,60.0,507.2,533.0
BL032,Propoxur,50.0,2.0,3.0,50803585.0,56691.0,6306.0,645.0,64.6,6306.0
BL032,Propoxur,50.0,2.0,4.0,40455527.5,53461.0,186.0,55.0,862.8,186.0
BL032,Propoxur,5.0,2.0,1.0,16543477.5,34952.0,218.0,65.0,485.0,231.0
BL032,Propoxur,5.0,2.0,2.0,12262217.5,36344.0,76.0,70.0,529.8,83.0
BL032,Propoxur,5.0,2.0,3.0,18575045.0,32725.0,1751.0,55.0,668.2,1787.0
BL032,Propoxur,5.0,2.0,4.0,12303135.0,35184.0,52.0,70.0,744.0,97.0
BL032,Propoxur,0.5,2.0,1.0,9394350.0,33515.0,12.0,65.0,539.6,13.0
BL032,Propoxur,0.5,2.0,2.0,9616720.0,30894.0,30.0,65.0,557.4,35.0
BL032,Propoxur,0.5,2.0,3.0,13100570.0,32148.0,212.0,70.0,650.0,215.0
BL032,Propoxur,0.5,2.0,4.0,11220772.5,35489.0,11.0,65.0,642.2,14.0
BL032,Propoxur,0.05,2.0,1.0,14073437.5,29420.0,998.0,65.0,407.8,998.0
BL032,Propoxur,0.05,2.0,2.0,9891915.0,30332.0,16.0,70.0,486.0,16.0
BL032,Propoxur,0.05,2.0,3.0,15584817.5,31583.0,1283.0,70.0,437.0,1375.0
BL032,Propoxur,0.05,2.0,4.0,10926807.5,32333.0,14.0,65.0,731.6,14.0
BL032,Propoxur,500.0,3.0,1.0,14971595.0,74654.0,44.0,1440.0,-5.8,74654.0
BL032,Propoxur,500.0,3.0,2.0,7160480.0,40643.0,52.0,1440.0,-18.4,40643.0
BL032,Propoxur,500.0,3.0,3.0,194145.0,703.0,40.0,1440.0,-13.4,703.0
BL032,Propoxur,500.0,3.0,4.0,161972.5,1324.0,22.0,0.0,-33.0,29.0
BL032,Propoxur,50.0,3.0,1.0,100455952.5,179763.0,12395.0,170.0,456.8,30156.0
BL032,Propoxur,50.0,3.0,2.0,103907507.5,194169.0,12290.0,180.0,473.0,21873.0
BL032,Propoxur,50.0,3.0,3.0,97915607.5,208562.0,11998.0,175.0,596.4,14885.0
BL032,Propoxur,50.0,3.0,4.0,89781315.0,176533.0,11904.0,170.0,607.4,21292.0
BL032,Propoxur,5.0,3.0,1.0,46684300.0,109817.0,4730.0,185.0,282.8,5626.0
BL032,Propoxur,5.0,3.0,2.0,54777010.0,128618.0,5464.0,180.0,453.0,6501.0
BL032,Propoxur,5.0,3.0,3.0,54828670.0,135591.0,3770.0,180.0,490.2,5708.0
BL032,Propoxur,5.0,3.0,4.0,49755435.0,131390.0,737.0,180.0,699.4,737.0
BL032,Propoxur,0.5,3.0,1.0,32255320.0,89714.0,936.0,175.0,355.2,1336.0
BL032,Propoxur,0.5,3.0,2.0,44800315.0,111299.0,2190.0,180.0,481.2,2768.0
BL032,Propoxur,0.5,3.0,3.0,46234187.5,112305.0,1227.0,195.0,552.2,1227.0
BL032,Propoxur,0.5,3.0,4.0,51129470.0,130073.0,655.0,195.0,941.6,655.0
BL032,Propoxur,0.05,3.0,1.0,39367940.0,117218.0,960.0,175.0,540.6,987.0
BL032,Propoxur,0.05,3.0,2.0,39987342.5,107715.0,1060.0,180.0,526.0,1060.0
BL032,Propoxur,0.05,3.0,3.0,41139807.5,108758.0,475.0,195.0,535.4,482.0
BL032,Propoxur,0.05,3.0,4.0,38959115.0,115660.0,129.0,195.0,663.0,129.0
BL032,Propoxur,500.0,4.0,1.0,52127.5,226.0,7.0,0.0,-9.4,15.0
BL032,Propoxur,500.0,4.0,2.0,6409867.5,58592.0,25.0,1440.0,-1.0,58592.0
BL032,Propoxur,500.0,4.0,3.0,92930.0,237.0,15.0,0.0,-4.4,29.0
