strain,chemical,concentration,experiment,replicate,peak_to_baseline_ratio,fold_change,max_derivative,min_derivative,signal_decay_rate,auc_early,auc_mid,auc_late
BL011,Boric Acid,50.0,5.0,2.0,5.335371406270326,-0.8173539742422271,562.8,-431.0,-30.351724137931033,9094045.0,1708397.5,1783435.0
BL011,Boric Acid,50.0,5.0,3.0,6.123447401774398,-0.8596958174904943,563.0,-444.8,-36.17394636015326,11204435.0,3312470.0,3073082.5
BL011,Boric Acid,50.0,5.0,4.0,5.24643078833023,-0.8247051520794537,575.2,-590.2,-31.301149425287356,9346835.0,1711317.5,1918985.0
BL011,Boric Acid,5.0,5.0,1.0,5.742656925600119,-0.8480691814522141,538.2,-335.6,-28.733333333333334,8706440.0,2758577.5,3340827.5
BL011,Boric Acid,5.0,5.0,2.0,5.997265006477616,-0.8622426946883547,543.4,-325.8,-31.192337164750956,9371427.5,2959802.5,3465230.0
BL011,Boric Acid,5.0,5.0,3.0,5.920456125712697,-0.8728966764010568,579.0,-404.2,-31.92337164750958,9697430.0,3060942.5,3478325.0
BL011,Boric Acid,5.0,5.0,4.0,5.264069264069264,-0.809261445625082,558.6,-467.0,-29.635249042145595,9019735.0,1746015.0,1965987.5
BL011,Boric Acid,0.5,5.0,1.0,5.987986684035317,-0.8633666232450427,585.4,-311.6,-30.97854406130268,9223957.5,2720410.0,3216135.0
BL011,Boric Acid,0.5,5.0,2.0,6.007602926409411,-0.8680246736479702,591.8,-353.8,-31.386206896551723,9349925.0,2845082.5,3326325.0
BL011,Boric Acid,0.5,5.0,3.0,5.9061147186147185,-0.8770292207792207,563.0,-426.6,-32.75785440613027,9755922.5,2879685.0,3503240.0
BL011,Boric Acid,0.5,5.0,4.0,4.987272495863561,-0.8225785923380425,593.2,-388.0,-28.958620689655174,8884480.0,1664007.5,1860200.0
BL011,Boric Acid,0.05,5.0,1.0,5.892733063115228,-0.855819339895773,576.4,-340.4,-30.429885057471264,9090897.5,2710170.0,3329227.5
BL011,Boric Acid,0.05,5.0,2.0,5.878728193584693,-0.8601575689364097,585.4,-327.4,-31.25823754789272,9423565.0,2808040.0,3394740.0
BL011,Boric Acid,0.05,5.0,3.0,5.362658576944291,-0.8138444567015996,534.4,-380.6,-28.766283524904214,8667390.0,1655917.5,1812042.5
BL011,Boric Acid,0.05,5.0,4.0,4.870007631645891,-0.8329941490714831,552.0,-393.8,-28.333333333333332,8815475.0,1658365.0,1850167.5
BL011,DEET,500.0,1.0,1.0,1.3333333333333333,-0.3333333333333333,0.6,-0.6,-0.0021390374331550803,635.0,627.5,1350.0
BL011,DEET,500.0,1.0,2.0,1.0,-0.8,0.6,-0.8,-0.005555555555555556,790.0,625.0,1340.0
BL011,DEET,500.0,1.0,3.0,1.0,-0.7272727272727273,0.8,-1.0,-0.005555555555555556,752.5,670.0,1362.5
BL011,DEET,500.0,1.0,4.0,1.0,-0.9722222222222222,0.8,-2.6,-0.04861111111111111,3835.0,972.5,1657.5
BL011,DEET,50.0,1.0,1.0,1.25,-0.5,0.6,-0.6,-0.0020905923344947735,702.5,665.0,1367.5
BL011,DEET,50.0,1.0,2.0,1.0,-0.9375,1.6,-1.8,-0.010416666666666666,922.5,695.0,1275.0
BL011,DEET,50.0,1.0,3.0,1.0,-0.875,0.8,-1.2,-0.004861111111111111,675.0,612.5,1250.0
BL011,DEET,50.0,1.0,4.0,1.0,-0.963855421686747,4.2,-6.4,-0.1111111111111111,25960.0,8255.0,6275.0
BL011,DEET,5.0,1.0,1.0,1.5,-0.5,0.8,-0.8,-0.00963855421686747,622.5,677.5,1335.0
BL011,DEET,5.0,1.0,2.0,1.3076923076923077,-0.9230769230769231,1.6,-1.8,-0.011149825783972125,845.0,667.5,1422.5
BL011,DEET,5.0,1.0,3.0,1.0,-0.8888888888888888,0.6,-0.6,-0.005555555555555556,822.5,630.0,1312.5
BL011,DEET,5.0,1.0,4.0,1.0,-0.9444444444444444,1.0,-1.8,-0.02361111111111111,1765.0,757.5,1362.5
BL011,DEET,0.5,1.0,1.0,2.4285714285714284,-0.8571428571428571,2.6,-3.2,-0.019393939393939394,687.5,710.0,1347.5
BL011,DEET,0.5,1.0,2.0,1.0,-0.75,0.6,-0.8,-0.004166666666666667,747.5,687.5,1350.0
BL011,DEET,0.5,1.0,3.0,1.0,-0.7272727272727273,0.4,-0.6,-0.005555555555555556,805.0,647.5,1292.5
BL011,DEET,0.5,1.0,4.0,1.0,-0.9666666666666667,1.2,-3.0,-0.06041666666666667,4907.5,920.0,1595.0
BL011,DEET,0.05,1.0,1.0,1.0,-0.6,0.6,-0.6,-0.0020833333333333333,742.5,630.0,1360.0
BL011,DEET,0.05,1.0,2.0,1.0,-0.8181818181818182,0.8,-1.0,-0.00625,937.5,662.5,1377.5
BL011,DEET,0.05,1.0,3.0,1.0,-0.9230769230769231,1.6,-1.8,-0.008333333333333333,955.0,685.0,1395.0
BL011,DEET,0.05,1.0,4.0,1.0,-0.9791666666666666,1.6,-3.2,-0.06527777777777778,5512.5,945.0,1452.5
BL011,DEET,500.0,2.0,1.0,1.6666666666666667,-0.3333333333333333,0.8,-0.6,-0.003260869565217391,680.0,577.5,1280.0
BL011,DEET,500.0,2.0,2.0,1.3333333333333333,-0.6666666666666666,0.4,-0.4,-0.0035294117647058825,612.5,645.0,1192.5
BL011,DEET,500.0,2.0,3.0,3.0,-0.5,1.0,-0.8,-0.005263157894736842,595.0,650.0,1312.5
BL011,DEET,500.0,2.0,4.0,2.5,0.0,0.8,-0.6,-0.0027649769585253456,735.0,660.0,1250.0
BL011,DEET,50.0,2.0,1.0,4.0,-0.5,1.2,-1.4,-0.008,680.0,662.5,1245.0
BL011,DEET,50.0,2.0,2.0,2.6666666666666665,-0.3333333333333333,1.2,-1.2,-0.007547169811320755,607.5,697.5,1377.5
BL011,DEET,50.0,2.0,3.0,3.5,-0.5,1.2,-0.8,-0.005853658536585366,662.5,697.5,1337.5
BL011,DEET,50.0,2.0,4.0,9.5,1.0,3.4,-3.6,-0.014423076923076924,667.5,730.0,1357.5
BL011,DEET,5.0,2.0,1.0,9.0,-0.6666666666666666,5.0,-5.0,-0.022413793103448276,787.5,657.5,1235.0
BL011,DEET,5.0,2.0,2.0,1.6666666666666667,0.0,0.8,-0.6,-0.0016,672.5,590.0,1287.5
BL011,DEET,5.0,2.0,3.0,2.0,-0.3333333333333333,1.0,-0.8,-0.02857142857142857,695.0,610.0,1287.5
BL011,DEET,5.0,2.0,4.0,1.3333333333333333,-0.3333333333333333,0.6,-0.6,-0.0016,715.0,652.5,1215.0
BL011,DEET,0.5,2.0,1.0,1.3333333333333333,-0.6666666666666666,0.8,-0.6,-0.002307692307692308,667.5,652.5,1235.0
BL011,DEET,0.5,2.0,2.0,3.0,-0.5,0.8,-0.8,-0.0035714285714285713,672.5,627.5,1277.5
BL011,DEET,0.5,2.0,3.0,6.0,2.0,1.0,-1.0,-0.04285714285714286,692.5,620.0,1327.5
BL011,DEET,0.5,2.0,4.0,2.0,-0.6666666666666666,0.8,-0.6,-0.003703703703703704,912.5,692.5,1330.0
BL011,DEET,0.05,2.0,1.0,8.0,0.0,2.8,-2.6,-0.014736842105263158,712.5,692.5,1230.0
BL011,DEET,0.05,2.0,2.0,7.0,-0.5,2.4,-2.4,-0.009059233449477353,715.0,642.5,1345.0
BL011,DEET,0.05,2.0,3.0,16.0,0.0,3.0,-2.8,-0.0189873417721519,792.5,705.0,1337.5
BL011,DEET,0.05,2.0,4.0,2.75,-0.5,1.8,-1.8,-0.06428571428571428,1340.0,865.0,1920.0
BL011,DEET,500.0,3.0,1.0,9.25,-0.5,7.0,-7.0,-0.043478260869565216,607.5,847.5,1230.0
BL011,DEET,500.0,3.0,2.0,2.0,0.0,0.6,-0.4,-0.0016,627.5,592.5,1190.0
BL011,DEET,500.0,3.0,3.0,1.0,-0.6666666666666666,0.4,-0.4,-0.001388888888888889,585.0,610.0,1125.0
BL011,DEET,500.0,3.0,4.0,1.0,-0.8571428571428571,0.4,-0.8,-0.004166666666666667,655.0,535.0,1160.0
BL011,DEET,50.0,3.0,1.0,1.0,-0.8,0.6,-0.6,-0.002777777777777778,587.5,572.5,1150.0
BL011,DEET,50.0,3.0,2.0,2.5,-0.5,0.8,-0.8,-0.005517241379310344,572.5,585.0,1220.0
BL011,DEET,50.0,3.0,3.0,2.0,-0.3333333333333333,0.8,-0.8,-0.007207207207207207,612.5,557.5,1172.5
BL011,DEET,50.0,3.0,4.0,1.4,-0.8,1.0,-1.2,-0.004181184668989547,797.5,560.0,1142.5
BL011,DEET,5.0,3.0,1.0,1.3333333333333333,-0.6666666666666666,0.4,-0.6,-0.002843601895734597,575.0,565.0,1165.0
BL011,DEET,5.0,3.0,2.0,3.5,0.0,1.2,-1.0,-0.004048582995951417,602.5,605.0,1217.5
BL011,DEET,5.0,3.0,3.0,3.0,-0.6666666666666666,1.2,-1.6,-0.008121827411167513,695.0,670.0,1195.0
BL011,DEET,5.0,3.0,4.0,1.3333333333333333,-0.8333333333333334,0.8,-0.8,-0.0048951048951048955,925.0,572.5,1270.0
BL011,DEET,0.5,3.0,1.0,2.0,-0.5,0.6,-0.6,-0.0022471910112359553,602.5,530.0,1200.0
BL011,DEET,0.5,3.0,2.0,9.333333333333334,-0.6666666666666666,5.4,-5.2,-0.029508196721311476,632.5,717.5,1175.0
BL011,DEET,0.5,3.0,3.0,1.5,-0.5,0.8,-0.8,-0.003076923076923077,750.0,552.5,1132.5
BL011,DEET,0.5,3.0,4.0,1.3333333333333333,-0.7777777777777778,1.2,-1.0,-0.006968641114982578,1197.5,662.5,1292.5
BL011,DEET,0.05,3.0,1.0,4.25,-0.5,3.2,-3.0,-0.3,657.5,492.5,1300.0
BL011,DEET,0.05,3.0,2.0,1.25,-0.75,0.6,-0.6,-0.006015037593984963,682.5,562.5,1177.5
BL011,DEET,0.05,3.0,3.0,1.25,-0.75,0.8,-0.8,-0.0033472803347280333,815.0,575.0,1242.5
BL011,DEET,0.05,3.0,4.0,1.8,-0.6,0.8,-0.8,-0.005283018867924529,1735.0,722.5,1345.0
BL011,DEET,500.0,4.0,1.0,1.25,-0.75,1.0,-0.8,-0.0028268551236749115,480.0,487.5,960.0
BL011,DEET,500.0,4.0,2.0,1.0,-1.0,1.2,-1.0,-0.010416666666666666,650.0,480.0,917.5
BL011,DEET,500.0,4.0,3.0,1.0,-0.9090909090909091,1.0,-1.6,-0.006944444444444444,582.5,495.0,937.5
BL011,DEET,500.0,4.0,4.0,1.5,-0.9285714285714286,2.6,-3.2,-0.013986013986013986,720.0,467.5,935.0
BL011,DEET,50.0,4.0,1.0,1.3333333333333333,-0.6666666666666666,0.8,-0.6,-0.002105263157894737,460.0,472.5,982.5
BL011,DEET,50.0,4.0,2.0,1.0,-0.8333333333333334,0.6,-0.6,-0.003472222222222222,587.5,470.0,875.0
BL011,DEET,50.0,4.0,3.0,1.0,-0.8,0.6,-0.6,-0.002777777777777778,517.5,515.0,937.5
BL011,DEET,50.0,4.0,4.0,1.0,-0.9699248120300752,1.4,-7.8,-0.17916666666666667,15192.5,1115.0,3337.5
BL011,DEET,5.0,4.0,1.0,2.5,-0.75,1.6,-2.0,-0.00932642487046632,477.5,535.0,955.0
BL011,DEET,5.0,4.0,2.0,1.6666666666666667,-0.6666666666666666,0.8,-0.6,-0.008888888888888889,557.5,500.0,927.5
BL011,DEET,5.0,4.0,3.0,1.0,-0.4,0.6,-0.6,-0.001388888888888889,597.5,512.5,965.0
BL011,DEET,5.0,4.0,4.0,1.0,-0.9818731117824774,3.0,-6.4,-0.22569444444444445,16297.5,1312.5,3477.5
BL011,DEET,0.5,4.0,1.0,15.0,0.0,2.8,-2.6,-0.020437956204379562,537.5,435.0,972.5
BL011,DEET,0.5,4.0,2.0,1.0,-0.8571428571428571,0.8,-0.6,-0.004166666666666667,595.0,495.0,925.0
BL011,DEET,0.5,4.0,3.0,1.0,-0.7142857142857143,0.6,-0.6,-0.003472222222222222,687.5,462.5,962.5
BL011,DEET,0.5,4.0,4.0,1.0,-0.9912280701754386,0.6,-4.0,-0.07847222222222222,4315.0,592.5,1045.0
BL011,DEET,0.05,4.0,1.0,1.6666666666666667,-1.0,0.8,-0.8,-0.00398406374501992,535.0,515.0,897.5
BL011,DEET,0.05,4.0,2.0,1.0,-0.6,0.6,-0.6,-0.0020833333333333333,715.0,602.5,1030.0
BL011,DEET,0.05,4.0,3.0,1.1428571428571428,-0.21428571428571427,1.2,-1.6,-0.2,915.0,647.5,2470.0
BL011,DEET,0.05,4.0,4.0,1.0,-0.9864864864864865,1.0,-3.4,-0.10138888888888889,6575.0,785.0,1255.0
BL011,DEET,500.0,5.0,1.0,4.0,-0.5,1.2,-1.4,-0.012727272727272728,607.5,605.0,1275.0
BL011,DEET,500.0,5.0,2.0,1.3333333333333333,-0.6666666666666666,0.6,-0.6,-0.002803738317757009,637.5,602.5,1160.0
BL011,DEET,500.0,5.0,3.0,4.0,-0.6666666666666666,2.0,-2.0,-0.010377358490566037,640.0,690.0,1250.0
BL011,DEET,500.0,5.0,4.0,3.0,-0.5,1.0,-0.8,-0.0136986301369863,582.5,602.5,1227.5
BL011,DEET,50.0,5.0,1.0,1.0,-1.0,0.6,-0.6,-0.002777777777777778,602.5,575.0,1177.5
BL011,DEET,50.0,5.0,2.0,9.0,-0.5,3.4,-3.2,-0.02312925170068027,620.0,710.0,1212.5
BL011,DEET,50.0,5.0,3.0,4.0,-0.5,1.4,-1.4,-0.008333333333333333,585.0,622.5,1165.0
BL011,DEET,50.0,5.0,4.0,1.3333333333333333,-0.3333333333333333,0.6,-0.6,-0.0013937282229965157,622.5,612.5,1262.5
BL011,DEET,5.0,5.0,1.0,1.5,-0.25,0.8,-0.8,-0.007594936708860759,587.5,572.5,1197.5
BL011,DEET,5.0,5.0,2.0,3.5,0.0,1.0,-1.2,-0.004878048780487805,615.0,645.0,1170.0
BL011,DEET,5.0,5.0,3.0,1.6666666666666667,-0.3333333333333333,0.6,-0.8,-0.003125,627.5,547.5,1132.5
BL011,DEET,5.0,5.0,4.0,3.0,-0.5,0.8,-0.8,-0.004424778761061947,762.5,632.5,1187.5
BL011,DEET,0.5,5.0,1.0,1.6666666666666667,-0.6666666666666666,0.8,-0.8,-0.004324324324324324,555.0,602.5,1202.5
BL011,DEET,0.5,5.0,2.0,4.0,0.0,1.0,-1.2,-0.0064516129032258064,600.0,617.5,1297.5
BL011,DEET,0.5,5.0,3.0,2.0,0.0,0.6,-0.4,-0.0017167381974248926,657.5,612.5,1180.0
BL011,DEET,0.5,5.0,4.0,1.5,-0.75,0.8,-0.8,-0.005076142131979695,785.0,667.5,1250.0
BL011,DEET,0.05,5.0,1.0,15.0,0.0,5.6,-5.6,-0.031638418079096044,577.5,710.0,1197.5
BL011,DEET,0.05,5.0,2.0,4.0,1.0,0.6,-0.6,-0.005333333333333333,640.0,547.5,1260.0
BL011,DEET,0.05,5.0,3.0,4.0,0.0,0.6,-0.6,-0.002158273381294964,657.5,645.0,1202.5
BL011,DEET,0.05,5.0,4.0,1.4285714285714286,-0.5714285714285714,0.8,-0.6,-0.005090909090909091,1472.5,680.0,1262.5
BL011,Propoxur,500.0,1.0,1.0,1.0,-0.9629629629629629,0.6,-8.2,-0.05416666666666667,1187.5,680.0,1327.5
BL011,Propoxur,500.0,1.0,2.0,1.0,-0.5714285714285714,1.0,-0.8,-0.002777777777777778,792.5,630.0,1407.5
BL011,Propoxur,500.0,1.0,3.0,1.0,-0.9851301115241635,5.0,-18.0,-0.1840277777777778,6505.0,1095.0,2157.5
BL011,Propoxur,500.0,1.0,4.0,2.9884090484202654,-0.7215367358384744,471.4,-314.6,-22.386872586872588,6319505.0,1417135.0,3919522.5
BL011,Propoxur,50.0,1.0,1.0,1.2,-0.8,0.8,-0.8,-0.01098901098901099,720.0,660.0,1320.0
BL011,Propoxur,50.0,1.0,2.0,1.0,-0.9891891891891892,0.6,-11.6,-0.12708333333333333,3287.5,747.5,1542.5
BL011,Propoxur,50.0,1.0,3.0,1.0,-0.9699248120300752,1.0,-10.6,-0.08958333333333333,3775.0,1037.5,2500.0
BL011,Propoxur,50.0,1.0,4.0,2.6655157894736843,-0.7546105263157895,373.0,-308.0,-22.192277992277994,6449337.5,1053642.5,2946197.5
BL011,Propoxur,5.0,1.0,1.0,1.0,-0.9428571428571428,1.0,-5.2,-0.04583333333333333,1317.5,717.5,1995.0
BL011,Propoxur,5.0,1.0,2.0,1.0,-0.9310344827586207,0.8,-3.0,-0.01875,945.0,697.5,1325.0
BL011,Propoxur,5.0,1.0,3.0,1.0,-0.9938650306748467,1.4,-19.4,-0.225,5635.0,820.0,1445.0
BL011,Propoxur,5.0,1.0,4.0,1.0,-0.9487643158529234,12.8,-44.2,-1.0930555555555554,336707.5,85135.0,102582.5
BL011,Propoxur,0.5,1.0,1.0,1.0,-0.9714285714285714,0.6,-5.6,-0.04722222222222222,1407.5,700.0,1357.5
BL011,Propoxur,0.5,1.0,2.0,1.0,-0.85,1.0,-1.8,-0.011805555555555555,1062.5,702.5,1437.5
BL011,Propoxur,0.5,1.0,3.0,1.0,-0.958904109589041,1.4,-5.2,-0.04861111111111111,1912.5,765.0,1647.5
BL011,Propoxur,0.5,1.0,4.0,1.9068342016549187,-0.8237817958933497,70.0,-65.2,-4.499601593625498,1427445.0,352475.0,740525.0
BL011,Propoxur,0.05,1.0,1.0,1.0,-0.8421052631578947,1.4,-5.8,-0.03333333333333333,2722.5,915.0,4362.5
BL011,Propoxur,0.05,1.0,2.0,1.0,-0.9917355371900827,1.2,-15.4,-0.16666666666666666,5495.0,977.5,1707.5
BL011,Propoxur,0.05,1.0,3.0,1.0,-0.9959349593495935,1.0,-16.0,-0.1701388888888889,5335.0,1062.5,2195.0
BL011,Propoxur,0.05,1.0,4.0,2.1365019901662374,-0.806836806368532,120.4,-75.2,-6.535433070866142,1994255.0,404830.0,1049580.0
BL011,Propoxur,500.0,2.0,1.0,1.0,-0.9649122807017544,1.6,-6.8,-0.03819444444444445,1032.5,632.5,1327.5
BL011,Propoxur,500.0,2.0,2.0,1.0,-0.8875,0.6,-9.2,-0.049305555555555554,1280.0,722.5,2075.0
BL011,Propoxur,500.0,2.0,3.0,1.0,-0.9883720930232558,0.8,-9.6,-0.059027777777777776,1885.0,760.0,1442.5
BL011,Propoxur,500.0,2.0,4.0,2.661708751297129,-0.6229678312002768,154.8,-86.8,-4.768953068592058,1662170.0,376862.5,659510.0
BL011,Propoxur,50.0,2.0,1.0,1.0,-0.9826086956521739,0.6,-12.0,-0.07847222222222222,1462.5,630.0,1285.0
BL011,Propoxur,50.0,2.0,2.0,1.0,-0.5,2.2,-5.8,-0.02361111111111111,1375.0,715.0,7205.0
BL011,Propoxur,50.0,2.0,3.0,1.0,-0.918918918918919,0.8,-3.8,-0.02361111111111111,2160.0,740.0,1895.0
BL011,Propoxur,50.0,2.0,4.0,3.136262175324675,-0.7575081168831169,746.8,-224.4,-20.592779783393503,6152247.5,588800.0,2135182.5
BL011,Propoxur,5.0,2.0,1.0,1.0,-0.9047619047619048,0.8,-2.2,-0.013194444444444444,747.5,697.5,1352.5
BL011,Propoxur,5.0,2.0,2.0,1.0,-0.992619926199262,0.6,-25.8,-0.18680555555555556,3777.5,680.0,1390.0
BL011,Propoxur,5.0,2.0,3.0,1.0,-0.7,1.0,-1.0,-0.004861111111111111,1655.0,790.0,1607.5
BL011,Propoxur,5.0,2.0,4.0,2.8850507416081186,-0.7016003122560499,342.0,-109.0,-9.501075268817205,3069047.5,488510.0,1116335.0
BL011,Propoxur,0.5,2.0,1.0,1.0,-0.84,0.8,-2.2,-0.014583333333333334,1092.5,722.5,1497.5
BL011,Propoxur,0.5,2.0,2.0,1.0,-0.9917355371900827,0.6,-8.8,-0.08333333333333333,2442.5,732.5,1395.0
BL011,Propoxur,0.5,2.0,3.0,1.0,-0.8333333333333334,0.8,-1.0,-0.006944444444444444,1907.5,895.0,1837.5
BL011,Propoxur,0.5,2.0,4.0,2.8517097581317765,-0.7382819015846539,462.2,-123.0,-11.130465949820788,3595340.0,582142.5,1389952.5
BL011,Propoxur,0.05,2.0,1.0,1.0,-0.9015151515151515,4.2,-29.2,-0.16527777777777777,4792.5,1632.5,8325.0
BL011,Propoxur,0.05,2.0,2.0,2.111111111111111,-0.6666666666666666,1.6,-1.8,-0.012549019607843137,2860.0,1377.5,3097.5
BL011,Propoxur,0.05,2.0,3.0,1.0,-0.9761904761904762,1.4,-7.2,-0.05694444444444444,4435.0,1370.0,3300.0
BL011,Propoxur,0.05,2.0,4.0,2.9821797240030423,-0.7742040638922091,640.2,-240.8,-18.119285714285713,5477247.5,569285.0,1996310.0
BL011,Propoxur,500.0,3.0,1.0,1.0,-0.9473684210526315,0.6,-4.8,-0.025,772.5,590.0,1127.5
BL011,Propoxur,500.0,3.0,2.0,1.0,-0.9523809523809523,0.6,-2.4,-0.027777777777777776,1110.0,620.0,1160.0
BL011,Propoxur,500.0,3.0,3.0,1.0,-0.99079754601227,0.8,-26.0,-0.22430555555555556,5977.5,852.5,1622.5
BL011,Propoxur,500.0,3.0,4.0,2.7048071387449624,-0.5713874496257916,531.2,-179.2,-11.336917562724015,4552490.0,1427812.5,2557642.5
BL011,Propoxur,50.0,3.0,1.0,1.0,-0.875,1.6,-2.2,-0.009722222222222222,697.5,620.0,1302.5
BL011,Propoxur,50.0,3.0,2.0,1.0,-0.9636363636363636,1.4,-3.2,-0.03680555555555556,1375.0,585.0,1172.5
BL011,Propoxur,50.0,3.0,3.0,1.0,-0.9855072463768116,0.8,-3.0,-0.04722222222222222,2502.5,800.0,1377.5
BL011,Propoxur,50.0,3.0,4.0,2.305630936227951,-0.8870420624151968,376.4,-126.0,-9.300719424460432,3125742.5,762240.0,501367.5
BL011,Propoxur,5.0,3.0,1.0,1.0,-0.9285714285714286,1.2,-1.4,-0.009027777777777777,842.5,697.5,1302.5
BL011,Propoxur,5.0,3.0,2.0,1.0,-0.9230769230769231,1.2,-5.8,-0.058333333333333334,2255.0,710.0,3065.0
BL011,Propoxur,5.0,3.0,3.0,1.0,-0.9907407407407407,0.6,-6.0,-0.07430555555555556,3092.5,770.0,1415.0
BL011,Propoxur,5.0,3.0,4.0,2.5614982284460943,-0.6853382824363085,429.8,-149.8,-9.546236559139786,3225587.5,833995.0,992442.5
BL011,Propoxur,0.5,3.0,1.0,1.0,-0.9310344827586207,1.2,-3.8,-0.01875,1377.5,705.0,1355.0
BL011,Propoxur,0.5,3.0,2.0,1.0,-0.9962546816479401,2.4,-8.0,-0.18472222222222223,10270.0,747.5,1497.5
BL011,Propoxur,0.5,3.0,3.0,1.0,-0.9743589743589743,1.0,-4.4,-0.07916666666666666,4095.0,727.5,1387.5
BL011,Propoxur,0.5,3.0,4.0,1.2855879752431476,-0.9133510167992926,26.8,-30.4,-0.958303886925795,164622.5,41160.0,93800.0
BL011,Propoxur,0.05,3.0,1.0,1.0454545454545454,-0.7272727272727273,1.8,-1.6,-0.011846689895470384,5277.5,955.0,2142.5
BL011,Propoxur,0.05,3.0,2.0,1.0,-0.912,2.6,-5.2,-0.07916666666666666,8460.0,1392.5,5407.5
BL011,Propoxur,0.05,3.0,3.0,1.0,-0.975,1.6,-3.2,-0.05416666666666667,6955.0,1772.5,3157.5
BL011,Propoxur,0.05,3.0,4.0,2.3832843052431216,-0.8840629866758954,371.4,-145.6,-9.392831541218637,3009862.5,728477.5,489502.5
BL011,Propoxur,500.0,4.0,1.0,1.2857142857142858,-0.9285714285714286,3.4,-3.4,-0.04358974358974359,612.5,485.0,1015.0
BL011,Propoxur,500.0,4.0,2.0,1.0,-0.8571428571428571,0.8,-1.4,-0.008333333333333333,655.0,520.0,1010.0
BL011,Propoxur,500.0,4.0,3.0,1.0,-0.9924242424242424,0.8,-8.4,-0.09097222222222222,3287.5,720.0,1150.0
BL011,Propoxur,500.0,4.0,4.0,1.2451923076923077,-0.9201505016722408,82.2,-54.0,-3.9539007092198584,1671945.0,582722.5,456097.5
BL011,Propoxur,50.0,4.0,1.0,1.0,-0.8888888888888888,0.6,-0.8,-0.005555555555555556,587.5,515.0,942.5
BL011,Propoxur,50.0,4.0,2.0,1.0,-1.0,0.6,-3.4,-0.022222222222222223,747.5,565.0,967.5
BL011,Propoxur,50.0,4.0,3.0,1.0,-0.975,1.2,-4.0,-0.027083333333333334,1415.0,670.0,1217.5
BL011,Propoxur,50.0,4.0,4.0,1.2534536747098912,-0.9198747467305213,67.4,-46.6,-4.566308243727598,1905265.0,672690.0,570360.0
BL011,Propoxur,5.0,4.0,1.0,1.0,-0.8,0.8,-0.8,-0.002777777777777778,620.0,485.0,1050.0
BL011,Propoxur,5.0,4.0,2.0,1.0,-0.9459459459459459,0.6,-2.4,-0.024305555555555556,1155.0,550.0,1142.5
BL011,Propoxur,5.0,4.0,3.0,1.0,-0.9907407407407407,0.6,-5.8,-0.07430555555555556,2602.5,732.5,1272.5
BL011,Propoxur,5.0,4.0,4.0,1.4253835425383543,-0.8947001394700139,127.2,-67.2,-6.760714285714286,2722922.5,804417.5,675182.5
BL011,Propoxur,0.5,4.0,1.0,1.0,-0.96,0.6,-2.4,-0.016666666666666666,1105.0,597.5,1042.5
BL011,Propoxur,0.5,4.0,2.0,1.0,-0.990521327014218,1.0,-10.6,-0.1451388888888889,5147.5,770.0,1640.0
BL011,Propoxur,0.5,4.0,3.0,1.0,-0.8461538461538461,0.6,-1.2,-0.007638888888888889,1125.0,710.0,1207.5
BL011,Propoxur,0.5,4.0,4.0,1.1339966130397967,-0.9337425910245555,40.6,-62.2,-3.6028571428571428,1316542.5,505862.5,402952.5
BL011,Propoxur,0.05,4.0,1.0,1.3571428571428572,0.35714285714285715,1.8,-1.4,0.0,3652.5,1045.0,7035.0
BL011,Propoxur,0.05,4.0,2.0,1.0,-0.9605263157894737,1.4,-4.0,-0.050694444444444445,5055.0,1225.0,2172.5
BL011,Propoxur,0.05,4.0,3.0,1.0,-0.9402985074626866,1.4,-4.0,-0.04375,4272.5,1525.0,3080.0
BL011,Propoxur,0.05,4.0,4.0,1.0182926829268293,-0.9192799070847851,39.4,-68.0,-2.298220640569395,754825.0,355245.0,298115.0
BL011,Propoxur,500.0,5.0,1.0,2.0,0.5,0.6,-0.4,-0.002777777777777778,622.5,552.5,1172.5
BL011,Propoxur,500.0,5.0,2.0,5.0,0.0,0.6,-0.8,-0.2,632.5,622.5,1160.0
BL011,Propoxur,500.0,5.0,3.0,1.0,-0.9803921568627451,1.0,-2.6,-0.034722222222222224,3082.5,827.5,1425.0
BL011,Propoxur,500.0,5.0,4.0,1.8587524045067325,-0.9736191261335532,207.8,-152.4,-9.69890909090909,2373922.5,610080.0,257322.5
BL011,Propoxur,50.0,5.0,1.0,2.0,-0.5,0.6,-0.6,-0.005454545454545455,590.0,587.5,1205.0
BL011,Propoxur,50.0,5.0,2.0,5.333333333333333,-0.3333333333333333,3.0,-3.0,-0.1076923076923077,715.0,657.5,1240.0
BL011,Propoxur,50.0,5.0,3.0,1.0,-0.8181818181818182,0.8,-1.4,-0.00625,1260.0,712.5,1235.0
BL011,Propoxur,50.0,5.0,4.0,1.7730761252852105,-0.9734494918066791,161.8,-96.6,-6.057553956834532,1698017.5,577885.0,295675.0
BL011,Propoxur,5.0,5.0,1.0,1.0,-0.7142857142857143,1.0,-1.2,-0.003472222222222222,767.5,527.5,1207.5
BL011,Propoxur,5.0,5.0,2.0,2.0,0.0,0.6,-0.6,-0.0014184397163120568,745.0,630.0,1255.0
BL011,Propoxur,5.0,5.0,3.0,1.0,-0.7857142857142857,0.8,-1.0,-0.007638888888888889,1637.5,815.0,1360.0
